Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-17T13:15:00-07:00 Los_Angeles,-9.260000228881836kW,166853.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-17T13:30:00-07:00 Los_Angeles,-17.989999771118164kW,166853.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-17T13:45:00-07:00 Los_Angeles,-18.75kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T14:00:00-07:00 Los_Angeles,-19.139999389648438kW,166853.40625hundred_cubic_feet_natural_gas,-5kWh
2024-04-17T14:15:00-07:00 Los_Angeles,-16.299999237060547kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T14:30:00-07:00 Los_Angeles,-16.469999313354492kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T14:45:00-07:00 Los_Angeles,-11.899999618530273kW,166853.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-17T15:00:00-07:00 Los_Angeles,-17.149999618530273kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T15:15:00-07:00 Los_Angeles,-15.75kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T15:30:00-07:00 Los_Angeles,-14.34000015258789kW,166853.40625hundred_cubic_feet_natural_gas,-4kWh
2024-04-17T15:45:00-07:00 Los_Angeles,-7.619999885559082kW,166853.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-17T16:00:00-07:00 Los_Angeles,-4.369999885559082kW,166853.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-17T16:15:00-07:00 Los_Angeles,-10.640000343322754kW,166853.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-17T16:30:00-07:00 Los_Angeles,-0.019999999552965164kW,166853.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-17T16:45:00-07:00 Los_Angeles,-1.690000057220459kW,166853.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-17T17:00:00-07:00 Los_Angeles,3.1500000953674316kW,166853.5hundred_cubic_feet_natural_gas,1kWh
2024-04-17T17:15:00-07:00 Los_Angeles,1.2100000381469727kW,166853.5hundred_cubic_feet_natural_gas,0kWh
2024-04-17T17:30:00-07:00 Los_Angeles,0.05000000074505806kW,166853.5hundred_cubic_feet_natural_gas,1kWh
2024-04-17T17:45:00-07:00 Los_Angeles,3.430000066757202kW,166853.5hundred_cubic_feet_natural_gas,0kWh
2024-04-17T18:00:00-07:00 Los_Angeles,10.970000267028809kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T18:15:00-07:00 Los_Angeles,10.390000343322754kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T18:30:00-07:00 Los_Angeles,10.6899995803833kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T18:45:00-07:00 Los_Angeles,10.109999656677246kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T19:00:00-07:00 Los_Angeles,10.40999984741211kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T19:15:00-07:00 Los_Angeles,11.40999984741211kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T19:30:00-07:00 Los_Angeles,11.9399995803833kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T19:45:00-07:00 Los_Angeles,10.739999771118164kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T20:00:00-07:00 Los_Angeles,10.039999961853027kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T20:15:00-07:00 Los_Angeles,11.100000381469727kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T20:30:00-07:00 Los_Angeles,11.180000305175781kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T20:45:00-07:00 Los_Angeles,11.119999885559082kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T21:00:00-07:00 Los_Angeles,9.84000015258789kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T21:15:00-07:00 Los_Angeles,9.710000038146973kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T21:30:00-07:00 Los_Angeles,9.800000190734863kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T21:45:00-07:00 Los_Angeles,9.739999771118164kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T22:00:00-07:00 Los_Angeles,9.829999923706055kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T22:15:00-07:00 Los_Angeles,9.899999618530273kW,166853.5hundred_cubic_feet_natural_gas,3kWh
2024-04-17T22:30:00-07:00 Los_Angeles,9.90999984741211kW,166853.5hundred_cubic_feet_natural_gas,2kWh
2024-04-17T22:45:00-07:00 Los_Angeles,9.859999656677246kW,166857.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-17T23:00:00-07:00 Los_Angeles,9.850000381469727kW,166865.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-17T23:15:00-07:00 Los_Angeles,9.90999984741211kW,166866.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-17T23:30:00-07:00 Los_Angeles,9.880000114440918kW,166866.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-17T23:45:00-07:00 Los_Angeles,9.800000190734863kW,166866.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-18T00:00:00-07:00 Los_Angeles,9.699999809265137kW,166866.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-18T00:15:00-07:00 Los_Angeles,8.569999694824219kW,166866.203125hundred_cubic_feet_natural_gas,2kWh
