Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-12T21:00:00-07:00 Los_Angeles,13.579999923706055kW,166379.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-12T21:15:00-07:00 Los_Angeles,12.039999961853027kW,166382.109375hundred_cubic_feet_natural_gas,4kWh
2024-04-12T21:30:00-07:00 Los_Angeles,10.140000343322754kW,166382.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-12T21:45:00-07:00 Los_Angeles,9.899999618530273kW,166382.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-12T22:00:00-07:00 Los_Angeles,9.850000381469727kW,166383.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-12T22:15:00-07:00 Los_Angeles,9.869999885559082kW,166383.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-12T22:30:00-07:00 Los_Angeles,9.880000114440918kW,166383.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-12T22:45:00-07:00 Los_Angeles,9.90999984741211kW,166384hundred_cubic_feet_natural_gas,3kWh
2024-04-12T23:00:00-07:00 Los_Angeles,9.800000190734863kW,166384hundred_cubic_feet_natural_gas,2kWh
2024-04-12T23:15:00-07:00 Los_Angeles,9.8100004196167kW,166384hundred_cubic_feet_natural_gas,2kWh
2024-04-12T23:30:00-07:00 Los_Angeles,9.9399995803833kW,166384.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-12T23:45:00-07:00 Los_Angeles,10.039999961853027kW,166385.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-13T00:00:00-07:00 Los_Angeles,10.029999732971191kW,166385.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-13T00:15:00-07:00 Los_Angeles,8.850000381469727kW,166385.296875hundred_cubic_feet_natural_gas,2kWh
