Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-21T08:15:00-07:00 Los_Angeles,-1.1299999952316284kW,167049hundred_cubic_feet_natural_gas,0kWh
2024-04-21T08:30:00-07:00 Los_Angeles,-3.559999942779541kW,167049hundred_cubic_feet_natural_gas,0kWh
2024-04-21T08:45:00-07:00 Los_Angeles,-6.710000038146973kW,167053.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-21T09:00:00-07:00 Los_Angeles,-9.229999542236328kW,167053.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-21T09:15:00-07:00 Los_Angeles,-10.930000305175781kW,167053.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T09:30:00-07:00 Los_Angeles,-13.369999885559082kW,167053.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T09:45:00-07:00 Los_Angeles,-15kW,167053.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T10:00:00-07:00 Los_Angeles,-16.59000015258789kW,167055.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-21T10:15:00-07:00 Los_Angeles,-18.399999618530273kW,167056.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T10:30:00-07:00 Los_Angeles,-20.299999237060547kW,167056.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T10:45:00-07:00 Los_Angeles,-21.959999084472656kW,167057hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T11:00:00-07:00 Los_Angeles,-22.979999542236328kW,167057hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T11:15:00-07:00 Los_Angeles,-24.219999313354492kW,167057hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T11:30:00-07:00 Los_Angeles,-24.540000915527344kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T11:45:00-07:00 Los_Angeles,-25.290000915527344kW,167057hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T12:00:00-07:00 Los_Angeles,-26.100000381469727kW,167057hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T12:15:00-07:00 Los_Angeles,-26.239999771118164kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T12:30:00-07:00 Los_Angeles,-26.690000534057617kW,167057hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T12:45:00-07:00 Los_Angeles,-26.90999984741211kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T13:00:00-07:00 Los_Angeles,-26.799999237060547kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T13:15:00-07:00 Los_Angeles,-27.139999389648438kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T13:30:00-07:00 Los_Angeles,-26.899999618530273kW,167057hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T13:45:00-07:00 Los_Angeles,-26.110000610351562kW,167057hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T14:00:00-07:00 Los_Angeles,-25.799999237060547kW,167057.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T14:15:00-07:00 Los_Angeles,-25.200000762939453kW,167057.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-21T14:30:00-07:00 Los_Angeles,-24.219999313354492kW,167057.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T14:45:00-07:00 Los_Angeles,-22.920000076293945kW,167057.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T15:00:00-07:00 Los_Angeles,-22.139999389648438kW,167057.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T15:15:00-07:00 Los_Angeles,-21.149999618530273kW,167057.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-21T15:30:00-07:00 Los_Angeles,-19.90999984741211kW,167057.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T15:45:00-07:00 Los_Angeles,-18.809999465942383kW,167057.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T16:00:00-07:00 Los_Angeles,-17.420000076293945kW,167057.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-21T16:15:00-07:00 Los_Angeles,-15.600000381469727kW,167057.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-21T16:30:00-07:00 Los_Angeles,-13.800000190734863kW,167057.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T16:45:00-07:00 Los_Angeles,-11.65999984741211kW,167057.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T17:00:00-07:00 Los_Angeles,-8.270000457763672kW,167057.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-21T17:15:00-07:00 Los_Angeles,-5.980000019073486kW,167057.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-21T17:30:00-07:00 Los_Angeles,-3.4000000953674316kW,167057.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-21T17:45:00-07:00 Los_Angeles,-1.7100000381469727kW,167057.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-21T18:00:00-07:00 Los_Angeles,0.14000000059604645kW,167057.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-21T18:15:00-07:00 Los_Angeles,1.9900000095367432kW,167057.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-21T18:30:00-07:00 Los_Angeles,4.320000171661377kW,167057.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-21T18:45:00-07:00 Los_Angeles,5.889999866485596kW,167057.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T19:00:00-07:00 Los_Angeles,7.050000190734863kW,167057.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-21T19:15:00-07:00 Los_Angeles,7.760000228881836kW,167057.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T19:30:00-07:00 Los_Angeles,8.40999984741211kW,167057.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T19:45:00-07:00 Los_Angeles,8.739999771118164kW,167057.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T20:00:00-07:00 Los_Angeles,8.329999923706055kW,167057.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T20:15:00-07:00 Los_Angeles,9.369999885559082kW,167057.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-21T20:30:00-07:00 Los_Angeles,8.609999656677246kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T20:45:00-07:00 Los_Angeles,8.569999694824219kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T21:00:00-07:00 Los_Angeles,8.579999923706055kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T21:15:00-07:00 Los_Angeles,8.5600004196167kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T21:30:00-07:00 Los_Angeles,8.65999984741211kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T21:45:00-07:00 Los_Angeles,8.680000305175781kW,167057.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-21T22:00:00-07:00 Los_Angeles,8.729999542236328kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T22:15:00-07:00 Los_Angeles,8.739999771118164kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T22:30:00-07:00 Los_Angeles,8.680000305175781kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T22:45:00-07:00 Los_Angeles,8.789999961853027kW,167057.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-21T23:00:00-07:00 Los_Angeles,8.729999542236328kW,167057.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-21T23:15:00-07:00 Los_Angeles,8.640000343322754kW,167066hundred_cubic_feet_natural_gas,2kWh
2024-04-21T23:30:00-07:00 Los_Angeles,8.539999961853027kW,167069.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-21T23:45:00-07:00 Los_Angeles,8.5600004196167kW,167069.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-22T00:00:00-07:00 Los_Angeles,8.59000015258789kW,167069.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-22T00:15:00-07:00 Los_Angeles,8.470000267028809kW,167069.609375hundred_cubic_feet_natural_gas,2kWh
