Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-03T05:30:00-07:00 Los_Angeles,8.5kW,165576hundred_cubic_feet_natural_gas,2kWh
2024-04-03T05:45:00-07:00 Los_Angeles,8.520000457763672kW,165576.5hundred_cubic_feet_natural_gas,2kWh
2024-04-03T06:00:00-07:00 Los_Angeles,8.510000228881836kW,165577hundred_cubic_feet_natural_gas,2kWh
2024-04-03T06:15:00-07:00 Los_Angeles,9.050000190734863kW,165577hundred_cubic_feet_natural_gas,2kWh
2024-04-03T06:30:00-07:00 Los_Angeles,8.989999771118164kW,165577.5hundred_cubic_feet_natural_gas,3kWh
2024-04-03T06:45:00-07:00 Los_Angeles,9.15999984741211kW,165578hundred_cubic_feet_natural_gas,2kWh
2024-04-03T07:00:00-07:00 Los_Angeles,8.130000114440918kW,165578.5hundred_cubic_feet_natural_gas,2kWh
2024-04-03T07:15:00-07:00 Los_Angeles,12.380000114440918kW,165579.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T07:30:00-07:00 Los_Angeles,11.1899995803833kW,165579.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-03T07:45:00-07:00 Los_Angeles,9.760000228881836kW,165579.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T08:00:00-07:00 Los_Angeles,8.600000381469727kW,165579.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-03T08:15:00-07:00 Los_Angeles,7.230000019073486kW,165580.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-03T08:30:00-07:00 Los_Angeles,6.550000190734863kW,165582.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-03T08:45:00-07:00 Los_Angeles,4.75kW,165583.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-03T09:00:00-07:00 Los_Angeles,3.9600000381469727kW,165584.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-03T09:15:00-07:00 Los_Angeles,1.2599999904632568kW,165584.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-03T09:30:00-07:00 Los_Angeles,2.0999999046325684kW,165584.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-03T09:45:00-07:00 Los_Angeles,0.3700000047683716kW,165584.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-03T10:00:00-07:00 Los_Angeles,-12.979999542236328kW,165585.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-03T10:15:00-07:00 Los_Angeles,-13.359999656677246kW,165586.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-03T10:30:00-07:00 Los_Angeles,-15.199999809265137kW,165586.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-03T10:45:00-07:00 Los_Angeles,-16.739999771118164kW,165586.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-03T11:00:00-07:00 Los_Angeles,-17.950000762939453kW,165586.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T11:15:00-07:00 Los_Angeles,-19.610000610351562kW,165586.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-03T11:30:00-07:00 Los_Angeles,-20.100000381469727kW,165586.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T11:45:00-07:00 Los_Angeles,-21.309999465942383kW,165586.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T12:00:00-07:00 Los_Angeles,-20.809999465942383kW,165586.203125hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T12:15:00-07:00 Los_Angeles,-21.65999984741211kW,165586.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T12:30:00-07:00 Los_Angeles,-22.549999237060547kW,165586.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T12:45:00-07:00 Los_Angeles,-22.389999389648438kW,165586.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T13:00:00-07:00 Los_Angeles,-23.260000228881836kW,165591.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T13:15:00-07:00 Los_Angeles,-23.489999771118164kW,165592hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T13:30:00-07:00 Los_Angeles,-23.260000228881836kW,165592hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T13:45:00-07:00 Los_Angeles,-23.100000381469727kW,165592hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T14:00:00-07:00 Los_Angeles,-21.899999618530273kW,165592hundred_cubic_feet_natural_gas,-6kWh
2024-04-03T14:15:00-07:00 Los_Angeles,-20.15999984741211kW,165592hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T14:30:00-07:00 Los_Angeles,-19.540000915527344kW,165592hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T14:45:00-07:00 Los_Angeles,-18.43000030517578kW,165592hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T15:00:00-07:00 Los_Angeles,-17.670000076293945kW,165592hundred_cubic_feet_natural_gas,-4kWh
2024-04-03T15:15:00-07:00 Los_Angeles,-17.489999771118164kW,165593.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-03T15:30:00-07:00 Los_Angeles,-16.40999984741211kW,165593.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-03T15:45:00-07:00 Los_Angeles,-14.920000076293945kW,165593.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-03T16:00:00-07:00 Los_Angeles,6.920000076293945kW,165593.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-03T16:15:00-07:00 Los_Angeles,-14.3100004196167kW,165594.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-03T16:30:00-07:00 Los_Angeles,-11.09000015258789kW,165595.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-03T16:45:00-07:00 Los_Angeles,-6.900000095367432kW,165595.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-03T17:00:00-07:00 Los_Angeles,-8.680000305175781kW,165595.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-03T17:15:00-07:00 Los_Angeles,-8.010000228881836kW,165598.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-03T17:30:00-07:00 Los_Angeles,-10.630000114440918kW,165598.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-03T17:45:00-07:00 Los_Angeles,-3.8299999237060547kW,165598.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-03T18:00:00-07:00 Los_Angeles,2.259999990463257kW,165598.296875hundred_cubic_feet_natural_gas,0kWh
2024-04-03T18:15:00-07:00 Los_Angeles,6.679999828338623kW,165599.296875hundred_cubic_feet_natural_gas,0kWh
2024-04-03T18:30:00-07:00 Los_Angeles,14.489999771118164kW,165600.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T18:45:00-07:00 Los_Angeles,12.3100004196167kW,165601.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T19:00:00-07:00 Los_Angeles,13.130000114440918kW,165601.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T19:15:00-07:00 Los_Angeles,11.079999923706055kW,165601.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-03T19:30:00-07:00 Los_Angeles,11.550000190734863kW,165602.5hundred_cubic_feet_natural_gas,3kWh
2024-04-03T19:45:00-07:00 Los_Angeles,12.670000076293945kW,165603.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-03T20:00:00-07:00 Los_Angeles,12.710000038146973kW,165603.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-03T20:15:00-07:00 Los_Angeles,12.510000228881836kW,165603.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-03T20:30:00-07:00 Los_Angeles,12.479999542236328kW,165604.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T20:45:00-07:00 Los_Angeles,11.9399995803833kW,165604.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-03T21:00:00-07:00 Los_Angeles,11.699999809265137kW,165604.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-03T21:15:00-07:00 Los_Angeles,9.880000114440918kW,165605.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-03T21:30:00-07:00 Los_Angeles,9.8100004196167kW,165605.5hundred_cubic_feet_natural_gas,3kWh
2024-04-03T21:45:00-07:00 Los_Angeles,9.739999771118164kW,165606hundred_cubic_feet_natural_gas,2kWh
2024-04-03T22:00:00-07:00 Los_Angeles,9.739999771118164kW,165606.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-03T22:15:00-07:00 Los_Angeles,9.760000228881836kW,165606.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-03T22:30:00-07:00 Los_Angeles,9.760000228881836kW,165607.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-03T22:45:00-07:00 Los_Angeles,9.65999984741211kW,165607.5hundred_cubic_feet_natural_gas,3kWh
2024-04-03T23:00:00-07:00 Los_Angeles,9.710000038146973kW,165607.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-03T23:15:00-07:00 Los_Angeles,9.710000038146973kW,165608.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-03T23:30:00-07:00 Los_Angeles,9.789999961853027kW,165608.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-03T23:45:00-07:00 Los_Angeles,9.880000114440918kW,165609.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-04T00:00:00-07:00 Los_Angeles,9.760000228881836kW,165609.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-04T00:15:00-07:00 Los_Angeles,8.65999984741211kW,165609.796875hundred_cubic_feet_natural_gas,2kWh
