Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-26T16:45:00-07:00 Los_Angeles,-7.559999942779541kW,167498.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-26T17:00:00-07:00 Los_Angeles,-6.539999961853027kW,167498.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-26T17:15:00-07:00 Los_Angeles,-6.449999809265137kW,167498.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-26T17:30:00-07:00 Los_Angeles,-2.8399999141693115kW,167498.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-26T17:45:00-07:00 Los_Angeles,-1.2300000190734863kW,167498.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-26T18:00:00-07:00 Los_Angeles,1.340000033378601kW,167498.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-26T18:15:00-07:00 Los_Angeles,3.319999933242798kW,167498.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-26T18:30:00-07:00 Los_Angeles,9.8100004196167kW,167498.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-26T18:45:00-07:00 Los_Angeles,13.430000305175781kW,167498.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T19:00:00-07:00 Los_Angeles,13.239999771118164kW,167501.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T19:15:00-07:00 Los_Angeles,11.359999656677246kW,167501.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T19:30:00-07:00 Los_Angeles,12.119999885559082kW,167501.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T19:45:00-07:00 Los_Angeles,12.0600004196167kW,167502hundred_cubic_feet_natural_gas,3kWh
2024-04-26T20:00:00-07:00 Los_Angeles,11.779999732971191kW,167502hundred_cubic_feet_natural_gas,3kWh
2024-04-26T20:15:00-07:00 Los_Angeles,12.15999984741211kW,167503.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-26T20:30:00-07:00 Los_Angeles,12.180000305175781kW,167503.5hundred_cubic_feet_natural_gas,3kWh
2024-04-26T20:45:00-07:00 Los_Angeles,12.220000267028809kW,167503.5hundred_cubic_feet_natural_gas,3kWh
2024-04-26T21:00:00-07:00 Los_Angeles,11.729999542236328kW,167504hundred_cubic_feet_natural_gas,3kWh
2024-04-26T21:15:00-07:00 Los_Angeles,11.25kW,167504.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-26T21:30:00-07:00 Los_Angeles,11.279999732971191kW,167504.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-26T21:45:00-07:00 Los_Angeles,11.359999656677246kW,167505.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-26T22:00:00-07:00 Los_Angeles,11.609999656677246kW,167505.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T22:15:00-07:00 Los_Angeles,9.850000381469727kW,167505.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-26T22:30:00-07:00 Los_Angeles,9.710000038146973kW,167506.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-26T22:45:00-07:00 Los_Angeles,9.710000038146973kW,167506.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-26T23:00:00-07:00 Los_Angeles,9.579999923706055kW,167506.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-26T23:15:00-07:00 Los_Angeles,9.5600004196167kW,167507.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-26T23:30:00-07:00 Los_Angeles,9.59000015258789kW,167507.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-26T23:45:00-07:00 Los_Angeles,9.699999809265137kW,167508hundred_cubic_feet_natural_gas,2kWh
2024-04-27T00:00:00-07:00 Los_Angeles,9.59000015258789kW,167508.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T00:15:00-07:00 Los_Angeles,8.489999771118164kW,167508.796875hundred_cubic_feet_natural_gas,2kWh
