Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-23T16:30:00-07:00 Los_Angeles,-16.850000381469727kW,167210hundred_cubic_feet_natural_gas,-3kWh
2024-04-23T16:45:00-07:00 Los_Angeles,-0.17000000178813934kW,167210hundred_cubic_feet_natural_gas,-3kWh
2024-04-23T17:00:00-07:00 Los_Angeles,2.140000104904175kW,167210hundred_cubic_feet_natural_gas,0kWh
2024-04-23T17:15:00-07:00 Los_Angeles,-5.21999979019165kW,167216.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-23T17:30:00-07:00 Los_Angeles,1.9199999570846558kW,167219.5hundred_cubic_feet_natural_gas,1kWh
2024-04-23T17:45:00-07:00 Los_Angeles,1.940000057220459kW,167219.5hundred_cubic_feet_natural_gas,1kWh
2024-04-23T18:00:00-07:00 Los_Angeles,1.0399999618530273kW,167219.5hundred_cubic_feet_natural_gas,0kWh
2024-04-23T18:15:00-07:00 Los_Angeles,7.730000019073486kW,167219.5hundred_cubic_feet_natural_gas,2kWh
2024-04-23T18:30:00-07:00 Los_Angeles,9.029999732971191kW,167219.5hundred_cubic_feet_natural_gas,2kWh
2024-04-23T18:45:00-07:00 Los_Angeles,9.8100004196167kW,167219.5hundred_cubic_feet_natural_gas,2kWh
2024-04-23T19:00:00-07:00 Los_Angeles,9.930000305175781kW,167221.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-23T19:15:00-07:00 Los_Angeles,8.149999618530273kW,167226.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-23T19:30:00-07:00 Los_Angeles,8.84000015258789kW,167226.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-23T19:45:00-07:00 Los_Angeles,9.079999923706055kW,167226.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-23T20:00:00-07:00 Los_Angeles,10.449999809265137kW,167229hundred_cubic_feet_natural_gas,3kWh
2024-04-23T20:15:00-07:00 Los_Angeles,10.25kW,167229.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-23T20:30:00-07:00 Los_Angeles,10.220000267028809kW,167229.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-23T20:45:00-07:00 Los_Angeles,10.289999961853027kW,167231.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-23T21:00:00-07:00 Los_Angeles,10.079999923706055kW,167233hundred_cubic_feet_natural_gas,3kWh
2024-04-23T21:15:00-07:00 Los_Angeles,9.600000381469727kW,167234.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-23T21:30:00-07:00 Los_Angeles,9.5kW,167234.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-23T21:45:00-07:00 Los_Angeles,9.510000228881836kW,167234.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-23T22:00:00-07:00 Los_Angeles,9.609999656677246kW,167234.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-23T22:15:00-07:00 Los_Angeles,9.539999961853027kW,167234.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-23T22:30:00-07:00 Los_Angeles,9.470000267028809kW,167234.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-23T22:45:00-07:00 Los_Angeles,9.510000228881836kW,167235hundred_cubic_feet_natural_gas,3kWh
2024-04-23T23:00:00-07:00 Los_Angeles,9.539999961853027kW,167235hundred_cubic_feet_natural_gas,2kWh
2024-04-23T23:15:00-07:00 Los_Angeles,9.670000076293945kW,167239.5hundred_cubic_feet_natural_gas,2kWh
2024-04-23T23:30:00-07:00 Los_Angeles,9.720000267028809kW,167239.5hundred_cubic_feet_natural_gas,3kWh
2024-04-23T23:45:00-07:00 Los_Angeles,9.699999809265137kW,167239.5hundred_cubic_feet_natural_gas,2kWh
2024-04-24T00:00:00-07:00 Los_Angeles,9.649999618530273kW,167239.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-24T00:15:00-07:00 Los_Angeles,8.550000190734863kW,167240.203125hundred_cubic_feet_natural_gas,2kWh
