Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-20T09:15:00-07:00 Los_Angeles,-11.3100004196167kW,167023hundred_cubic_feet_natural_gas,-3kWh
2024-04-20T09:30:00-07:00 Los_Angeles,-14.039999961853027kW,167023hundred_cubic_feet_natural_gas,-3kWh
2024-04-20T09:45:00-07:00 Los_Angeles,-15.65999984741211kW,167023hundred_cubic_feet_natural_gas,-3kWh
2024-04-20T10:00:00-07:00 Los_Angeles,-17.079999923706055kW,167023hundred_cubic_feet_natural_gas,-4kWh
2024-04-20T10:15:00-07:00 Los_Angeles,-18.34000015258789kW,167023hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T10:30:00-07:00 Los_Angeles,-19.860000610351562kW,167023hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T10:45:00-07:00 Los_Angeles,-21.649999618530273kW,167023hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T11:00:00-07:00 Los_Angeles,-23.06999969482422kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T11:15:00-07:00 Los_Angeles,-24.3700008392334kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T11:30:00-07:00 Los_Angeles,-25.170000076293945kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T11:45:00-07:00 Los_Angeles,-25.479999542236328kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T12:00:00-07:00 Los_Angeles,-26.09000015258789kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T12:15:00-07:00 Los_Angeles,-26.979999542236328kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T12:30:00-07:00 Los_Angeles,-27.049999237060547kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T12:45:00-07:00 Los_Angeles,-27.510000228881836kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T13:00:00-07:00 Los_Angeles,-27.239999771118164kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T13:15:00-07:00 Los_Angeles,-27.18000030517578kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T13:30:00-07:00 Los_Angeles,-27.260000228881836kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T13:45:00-07:00 Los_Angeles,-26.940000534057617kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T14:00:00-07:00 Los_Angeles,-25.889999389648438kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T14:15:00-07:00 Los_Angeles,-25.850000381469727kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T14:30:00-07:00 Los_Angeles,-25.079999923706055kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T14:45:00-07:00 Los_Angeles,-24.3799991607666kW,167023hundred_cubic_feet_natural_gas,-7kWh
2024-04-20T15:00:00-07:00 Los_Angeles,-23.3700008392334kW,167023hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T15:15:00-07:00 Los_Angeles,-21.8700008392334kW,167023hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T15:30:00-07:00 Los_Angeles,-20.899999618530273kW,167023.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-20T15:45:00-07:00 Los_Angeles,-19.579999923706055kW,167023.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T16:00:00-07:00 Los_Angeles,-18.1200008392334kW,167023.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-20T16:15:00-07:00 Los_Angeles,-16.290000915527344kW,167023.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-20T16:30:00-07:00 Los_Angeles,-14.579999923706055kW,167023.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-20T16:45:00-07:00 Los_Angeles,-12.199999809265137kW,167023.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-20T17:00:00-07:00 Los_Angeles,-8.59000015258789kW,167023.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-20T17:15:00-07:00 Los_Angeles,-6.400000095367432kW,167023.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-20T17:30:00-07:00 Los_Angeles,-4.130000114440918kW,167023.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-20T17:45:00-07:00 Los_Angeles,-2.0899999141693115kW,167023.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-20T18:00:00-07:00 Los_Angeles,0.11999999731779099kW,167023.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-20T18:15:00-07:00 Los_Angeles,1.5499999523162842kW,167023.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-20T18:30:00-07:00 Los_Angeles,3.759999990463257kW,167023.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-20T18:45:00-07:00 Los_Angeles,5.389999866485596kW,167023.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-20T19:00:00-07:00 Los_Angeles,6.599999904632568kW,167023.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-20T19:15:00-07:00 Los_Angeles,7.349999904632568kW,167023.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-20T19:30:00-07:00 Los_Angeles,8.15999984741211kW,167023.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-20T19:45:00-07:00 Los_Angeles,8.319999694824219kW,167023.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-20T20:00:00-07:00 Los_Angeles,8.229999542236328kW,167023.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-20T20:15:00-07:00 Los_Angeles,9.279999732971191kW,167023.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-20T20:30:00-07:00 Los_Angeles,8.539999961853027kW,167023.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-20T20:45:00-07:00 Los_Angeles,8.59000015258789kW,167031.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-20T21:00:00-07:00 Los_Angeles,8.5600004196167kW,167032.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-20T21:15:00-07:00 Los_Angeles,8.470000267028809kW,167032.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-20T21:30:00-07:00 Los_Angeles,8.640000343322754kW,167032.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-20T21:45:00-07:00 Los_Angeles,8.630000114440918kW,167032.5hundred_cubic_feet_natural_gas,2kWh
2024-04-20T22:00:00-07:00 Los_Angeles,8.720000267028809kW,167032.5hundred_cubic_feet_natural_gas,2kWh
2024-04-20T22:15:00-07:00 Los_Angeles,8.710000038146973kW,167033.5hundred_cubic_feet_natural_gas,2kWh
2024-04-20T22:30:00-07:00 Los_Angeles,8.630000114440918kW,167035.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-20T22:45:00-07:00 Los_Angeles,8.640000343322754kW,167035.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-20T23:00:00-07:00 Los_Angeles,8.470000267028809kW,167035.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-20T23:15:00-07:00 Los_Angeles,8.550000190734863kW,167035.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-20T23:30:00-07:00 Los_Angeles,8.619999885559082kW,167035.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-20T23:45:00-07:00 Los_Angeles,8.600000381469727kW,167036.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-21T00:00:00-07:00 Los_Angeles,8.59000015258789kW,167037.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-21T00:15:00-07:00 Los_Angeles,8.359999656677246kW,167038.203125hundred_cubic_feet_natural_gas,2kWh
