Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-08T09:45:00-07:00 Los_Angeles,-8.25kW,165928.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T10:00:00-07:00 Los_Angeles,-9.899999618530273kW,165936.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T10:15:00-07:00 Los_Angeles,-11.460000038146973kW,165936.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T10:30:00-07:00 Los_Angeles,-11.020000457763672kW,165946hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T10:45:00-07:00 Los_Angeles,-9.779999732971191kW,165953.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T11:00:00-07:00 Los_Angeles,-8.25kW,165953.296875hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T11:15:00-07:00 Los_Angeles,-6.119999885559082kW,165958hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T11:30:00-07:00 Los_Angeles,-8.859999656677246kW,165960.296875hundred_cubic_feet_natural_gas,-1kWh
2024-04-08T11:45:00-07:00 Los_Angeles,-12.859999656677246kW,165960.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T12:00:00-07:00 Los_Angeles,-16.850000381469727kW,165969.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T12:15:00-07:00 Los_Angeles,-19.770000457763672kW,165971.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T12:30:00-07:00 Los_Angeles,-22.209999084472656kW,165974.40625hundred_cubic_feet_natural_gas,-6kWh
2024-04-08T12:45:00-07:00 Los_Angeles,-22.100000381469727kW,165982.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T13:00:00-07:00 Los_Angeles,-21.889999389648438kW,165985.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T13:15:00-07:00 Los_Angeles,-21.850000381469727kW,165985.796875hundred_cubic_feet_natural_gas,-6kWh
2024-04-08T13:30:00-07:00 Los_Angeles,-22.170000076293945kW,165985.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T13:45:00-07:00 Los_Angeles,-23.15999984741211kW,165985.796875hundred_cubic_feet_natural_gas,-6kWh
2024-04-08T14:00:00-07:00 Los_Angeles,-22.600000381469727kW,165985.796875hundred_cubic_feet_natural_gas,-6kWh
2024-04-08T14:15:00-07:00 Los_Angeles,-20.329999923706055kW,165985.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T14:30:00-07:00 Los_Angeles,-16.209999084472656kW,165985.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T14:45:00-07:00 Los_Angeles,-17.239999771118164kW,165985.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T15:00:00-07:00 Los_Angeles,-18.940000534057617kW,165985.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T15:15:00-07:00 Los_Angeles,-17.299999237060547kW,165985.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T15:30:00-07:00 Los_Angeles,-15.800000190734863kW,165985.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-08T15:45:00-07:00 Los_Angeles,-14.609999656677246kW,165985.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T16:00:00-07:00 Los_Angeles,-13.710000038146973kW,165985.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-08T16:15:00-07:00 Los_Angeles,-11.229999542236328kW,165985.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T16:30:00-07:00 Los_Angeles,-9.229999542236328kW,165985.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-08T16:45:00-07:00 Los_Angeles,-5.860000133514404kW,165985.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-08T17:00:00-07:00 Los_Angeles,-3.690000057220459kW,165985.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-08T17:15:00-07:00 Los_Angeles,-4.869999885559082kW,165985.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-08T17:30:00-07:00 Los_Angeles,-3.0999999046325684kW,165985.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-08T17:45:00-07:00 Los_Angeles,-0.9200000166893005kW,165985.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-08T18:00:00-07:00 Los_Angeles,0.8100000023841858kW,165985.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-08T18:15:00-07:00 Los_Angeles,2.869999885559082kW,165985.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-08T18:30:00-07:00 Los_Angeles,4.619999885559082kW,165985.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-08T18:45:00-07:00 Los_Angeles,5.880000114440918kW,165985.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-08T19:00:00-07:00 Los_Angeles,6.929999828338623kW,165985.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-08T19:15:00-07:00 Los_Angeles,7.989999771118164kW,165985.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-08T19:30:00-07:00 Los_Angeles,8.170000076293945kW,165985.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-08T19:45:00-07:00 Los_Angeles,8.369999885559082kW,165988.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-08T20:00:00-07:00 Los_Angeles,9.619999885559082kW,165996.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T20:15:00-07:00 Los_Angeles,9.6899995803833kW,166003.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-08T20:30:00-07:00 Los_Angeles,9.399999618530273kW,166007.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T20:45:00-07:00 Los_Angeles,9.399999618530273kW,166012.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-08T21:00:00-07:00 Los_Angeles,9.1899995803833kW,166012.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-08T21:15:00-07:00 Los_Angeles,8.850000381469727kW,166012.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-08T21:30:00-07:00 Los_Angeles,8.989999771118164kW,166017.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T21:45:00-07:00 Los_Angeles,8.90999984741211kW,166017.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T22:00:00-07:00 Los_Angeles,8.949999809265137kW,166018.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-08T22:15:00-07:00 Los_Angeles,8.9399995803833kW,166018.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-08T22:30:00-07:00 Los_Angeles,9kW,166018.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T22:45:00-07:00 Los_Angeles,8.890000343322754kW,166019.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T23:00:00-07:00 Los_Angeles,8.760000228881836kW,166020.5hundred_cubic_feet_natural_gas,3kWh
2024-04-08T23:15:00-07:00 Los_Angeles,8.770000457763672kW,166020.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-08T23:30:00-07:00 Los_Angeles,8.8100004196167kW,166020.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-08T23:45:00-07:00 Los_Angeles,8.850000381469727kW,166021.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-09T00:00:00-07:00 Los_Angeles,8.779999732971191kW,166021.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T00:15:00-07:00 Los_Angeles,8.609999656677246kW,166022hundred_cubic_feet_natural_gas,3kWh
