Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-10T04:00:00-07:00 Los_Angeles,8.649999618530273kW,166138.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-10T04:15:00-07:00 Los_Angeles,8.649999618530273kW,166139.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T04:30:00-07:00 Los_Angeles,8.6899995803833kW,166139.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-10T04:45:00-07:00 Los_Angeles,8.6899995803833kW,166140.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-10T05:00:00-07:00 Los_Angeles,8.75kW,166141.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-10T05:15:00-07:00 Los_Angeles,9.029999732971191kW,166146.5hundred_cubic_feet_natural_gas,2kWh
2024-04-10T05:30:00-07:00 Los_Angeles,9.050000190734863kW,166151hundred_cubic_feet_natural_gas,2kWh
2024-04-10T05:45:00-07:00 Los_Angeles,9.109999656677246kW,166156.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-10T06:00:00-07:00 Los_Angeles,9.25kW,166162.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-10T06:15:00-07:00 Los_Angeles,13.800000190734863kW,166167.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-10T06:30:00-07:00 Los_Angeles,13.4399995803833kW,166173.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-10T06:45:00-07:00 Los_Angeles,11.350000381469727kW,166178.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-10T07:00:00-07:00 Los_Angeles,11kW,166183.5hundred_cubic_feet_natural_gas,3kWh
2024-04-10T07:15:00-07:00 Los_Angeles,10.260000228881836kW,166188.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-10T07:30:00-07:00 Los_Angeles,9.0600004196167kW,166189.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-10T07:45:00-07:00 Los_Angeles,7.539999961853027kW,166195hundred_cubic_feet_natural_gas,2kWh
2024-04-10T08:00:00-07:00 Los_Angeles,6.300000190734863kW,166199.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-10T08:15:00-07:00 Los_Angeles,5.239999771118164kW,166204hundred_cubic_feet_natural_gas,2kWh
2024-04-10T08:30:00-07:00 Los_Angeles,2.9600000381469727kW,166208.5hundred_cubic_feet_natural_gas,1kWh
2024-04-10T08:45:00-07:00 Los_Angeles,0.699999988079071kW,166209.609375hundred_cubic_feet_natural_gas,0kWh
2024-04-10T09:00:00-07:00 Los_Angeles,-2.7699999809265137kW,166215hundred_cubic_feet_natural_gas,0kWh
2024-04-10T09:15:00-07:00 Los_Angeles,-5.340000152587891kW,166219.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T09:30:00-07:00 Los_Angeles,-7.21999979019165kW,166222.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T09:45:00-07:00 Los_Angeles,1.4500000476837158kW,166226hundred_cubic_feet_natural_gas,0kWh
2024-04-10T10:00:00-07:00 Los_Angeles,2.990000009536743kW,166228.296875hundred_cubic_feet_natural_gas,0kWh
2024-04-10T10:15:00-07:00 Los_Angeles,-2.1600000858306885kW,166230.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-10T10:30:00-07:00 Los_Angeles,0.25kW,166230.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-10T10:45:00-07:00 Los_Angeles,-0.3799999952316284kW,166234.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-10T11:00:00-07:00 Los_Angeles,-4.590000152587891kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T11:15:00-07:00 Los_Angeles,-6.03000020980835kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T11:30:00-07:00 Los_Angeles,-4.900000095367432kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T11:45:00-07:00 Los_Angeles,-8.890000343322754kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T12:00:00-07:00 Los_Angeles,-4.429999828338623kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T12:15:00-07:00 Los_Angeles,-5.590000152587891kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T12:30:00-07:00 Los_Angeles,-6.739999771118164kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T12:45:00-07:00 Los_Angeles,-5.590000152587891kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T13:00:00-07:00 Los_Angeles,-7.880000114440918kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T13:15:00-07:00 Los_Angeles,-7.809999942779541kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T13:30:00-07:00 Los_Angeles,-10.020000457763672kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T13:45:00-07:00 Los_Angeles,-16.219999313354492kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T14:00:00-07:00 Los_Angeles,-16.850000381469727kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T14:15:00-07:00 Los_Angeles,-18.43000030517578kW,166234.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-10T14:30:00-07:00 Los_Angeles,-17.190000534057617kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T14:45:00-07:00 Los_Angeles,-17.3799991607666kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T15:00:00-07:00 Los_Angeles,-15.8100004196167kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T15:15:00-07:00 Los_Angeles,-14.850000381469727kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T15:30:00-07:00 Los_Angeles,-14.25kW,166234.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-10T15:45:00-07:00 Los_Angeles,-13.34000015258789kW,166234.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-10T16:00:00-07:00 Los_Angeles,-11.25kW,166234.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-10T16:15:00-07:00 Los_Angeles,-8.720000267028809kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T16:30:00-07:00 Los_Angeles,-7.590000152587891kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T16:45:00-07:00 Los_Angeles,-5.460000038146973kW,166234.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-10T17:00:00-07:00 Los_Angeles,-3.2300000190734863kW,166234.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-10T17:15:00-07:00 Los_Angeles,-3.9200000762939453kW,166234.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-10T17:30:00-07:00 Los_Angeles,0.3700000047683716kW,166234.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-10T17:45:00-07:00 Los_Angeles,2.5399999618530273kW,166234.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-10T18:00:00-07:00 Los_Angeles,4.829999923706055kW,166234.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-10T18:15:00-07:00 Los_Angeles,5.619999885559082kW,166234.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-10T18:30:00-07:00 Los_Angeles,9.020000457763672kW,166234.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T18:45:00-07:00 Los_Angeles,9.550000190734863kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T19:00:00-07:00 Los_Angeles,11.600000381469727kW,166234.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T19:15:00-07:00 Los_Angeles,11.619999885559082kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T19:30:00-07:00 Los_Angeles,11.8100004196167kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T19:45:00-07:00 Los_Angeles,10.619999885559082kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T20:00:00-07:00 Los_Angeles,11.65999984741211kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T20:15:00-07:00 Los_Angeles,11.59000015258789kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T20:30:00-07:00 Los_Angeles,11.369999885559082kW,166234.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T20:45:00-07:00 Los_Angeles,11.220000267028809kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T21:00:00-07:00 Los_Angeles,9.989999771118164kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T21:15:00-07:00 Los_Angeles,9.970000267028809kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T21:30:00-07:00 Los_Angeles,9.920000076293945kW,166234.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T21:45:00-07:00 Los_Angeles,9.930000305175781kW,166234.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-10T22:00:00-07:00 Los_Angeles,9.920000076293945kW,166234.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T22:15:00-07:00 Los_Angeles,10.09000015258789kW,166235.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-10T22:30:00-07:00 Los_Angeles,10.079999923706055kW,166244hundred_cubic_feet_natural_gas,3kWh
2024-04-10T22:45:00-07:00 Los_Angeles,10.010000228881836kW,166246.5hundred_cubic_feet_natural_gas,3kWh
2024-04-10T23:00:00-07:00 Los_Angeles,10.029999732971191kW,166246.5hundred_cubic_feet_natural_gas,2kWh
2024-04-10T23:15:00-07:00 Los_Angeles,9.989999771118164kW,166246.5hundred_cubic_feet_natural_gas,3kWh
2024-04-10T23:30:00-07:00 Los_Angeles,10.079999923706055kW,166246.5hundred_cubic_feet_natural_gas,2kWh
2024-04-10T23:45:00-07:00 Los_Angeles,10kW,166246.5hundred_cubic_feet_natural_gas,3kWh
2024-04-11T00:00:00-07:00 Los_Angeles,10.010000228881836kW,166246.5hundred_cubic_feet_natural_gas,2kWh
2024-04-11T00:15:00-07:00 Los_Angeles,8.649999618530273kW,166246.5hundred_cubic_feet_natural_gas,2kWh
