Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-14T08:00:00-07:00 Los_Angeles,3.9800000190734863kW,166452.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-14T08:15:00-07:00 Los_Angeles,3.3399999141693115kW,166454.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-14T08:30:00-07:00 Los_Angeles,-4.050000190734863kW,166456.609375hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T08:45:00-07:00 Los_Angeles,1.3200000524520874kW,166458.5hundred_cubic_feet_natural_gas,1kWh
2024-04-14T09:00:00-07:00 Los_Angeles,-3.690000057220459kW,166460.296875hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T09:15:00-07:00 Los_Angeles,-2.9800000190734863kW,166462.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-14T09:30:00-07:00 Los_Angeles,-8.670000076293945kW,166463.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T09:45:00-07:00 Los_Angeles,-7.010000228881836kW,166465.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-14T10:00:00-07:00 Los_Angeles,-0.18000000715255737kW,166466.5hundred_cubic_feet_natural_gas,0kWh
2024-04-14T10:15:00-07:00 Los_Angeles,-4.699999809265137kW,166467.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T10:30:00-07:00 Los_Angeles,-7.440000057220459kW,166469.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T10:45:00-07:00 Los_Angeles,-12.229999542236328kW,166471.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-14T11:00:00-07:00 Los_Angeles,-10.720000267028809kW,166472.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-14T11:15:00-07:00 Los_Angeles,-12kW,166474.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T11:30:00-07:00 Los_Angeles,-9.029999732971191kW,166474.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-14T11:45:00-07:00 Los_Angeles,-5.820000171661377kW,166476.5hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T12:00:00-07:00 Los_Angeles,-28.40999984741211kW,166477.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-14T12:15:00-07:00 Los_Angeles,-27.6200008392334kW,166479.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-14T12:30:00-07:00 Los_Angeles,-28.530000686645508kW,166479.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-14T12:45:00-07:00 Los_Angeles,-28.43000030517578kW,166479.703125hundred_cubic_feet_natural_gas,-7kWh
2024-04-14T13:00:00-07:00 Los_Angeles,-27.8799991607666kW,166479.703125hundred_cubic_feet_natural_gas,-7kWh
2024-04-14T13:15:00-07:00 Los_Angeles,-19.770000457763672kW,166480.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-14T13:30:00-07:00 Los_Angeles,-28.260000228881836kW,166482.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T13:45:00-07:00 Los_Angeles,-28.299999237060547kW,166482.203125hundred_cubic_feet_natural_gas,-7kWh
2024-04-14T14:00:00-07:00 Los_Angeles,-28.709999084472656kW,166482.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T14:15:00-07:00 Los_Angeles,-27.729999542236328kW,166482.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T14:30:00-07:00 Los_Angeles,0kW,166483hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T14:45:00-07:00 Los_Angeles,1.6100000143051147kW,166483.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T15:00:00-07:00 Los_Angeles,-24.18000030517578kW,166484.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-14T15:15:00-07:00 Los_Angeles,-15.140000343322754kW,166484.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-14T15:30:00-07:00 Los_Angeles,-23.200000762939453kW,166484.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T15:45:00-07:00 Los_Angeles,-21.850000381469727kW,166484.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-14T16:00:00-07:00 Los_Angeles,-22.8799991607666kW,166484.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-14T16:15:00-07:00 Los_Angeles,-0.27000001072883606kW,166484.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-14T16:30:00-07:00 Los_Angeles,-18.299999237060547kW,166484.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-14T16:45:00-07:00 Los_Angeles,0.17000000178813934kW,166485.609375hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T17:00:00-07:00 Los_Angeles,-8.170000076293945kW,166485.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T17:15:00-07:00 Los_Angeles,-7.599999904632568kW,166485.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T17:30:00-07:00 Los_Angeles,-5.659999847412109kW,166485.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-14T17:45:00-07:00 Los_Angeles,-6.230000019073486kW,166485.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T18:00:00-07:00 Los_Angeles,-2.640000104904175kW,166485.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-14T18:15:00-07:00 Los_Angeles,1.6799999475479126kW,166485.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-14T18:30:00-07:00 Los_Angeles,3.7300000190734863kW,166485.90625hundred_cubic_feet_natural_gas,1kWh
2024-04-14T18:45:00-07:00 Los_Angeles,6.550000190734863kW,166487.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-14T19:00:00-07:00 Los_Angeles,6.800000190734863kW,166489.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-14T19:15:00-07:00 Los_Angeles,6.880000114440918kW,166489.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-14T19:30:00-07:00 Los_Angeles,7.550000190734863kW,166489.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-14T19:45:00-07:00 Los_Angeles,7.840000152587891kW,166489.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-14T20:00:00-07:00 Los_Angeles,9.109999656677246kW,166489.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-14T20:15:00-07:00 Los_Angeles,9.149999618530273kW,166490hundred_cubic_feet_natural_gas,2kWh
2024-04-14T20:30:00-07:00 Los_Angeles,8.970000267028809kW,166491.5hundred_cubic_feet_natural_gas,3kWh
2024-04-14T20:45:00-07:00 Los_Angeles,8.949999809265137kW,166491.5hundred_cubic_feet_natural_gas,2kWh
2024-04-14T21:00:00-07:00 Los_Angeles,8.850000381469727kW,166491.5hundred_cubic_feet_natural_gas,2kWh
2024-04-14T21:15:00-07:00 Los_Angeles,9kW,166492.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-14T21:30:00-07:00 Los_Angeles,9.010000228881836kW,166492.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-14T21:45:00-07:00 Los_Angeles,9.09000015258789kW,166493.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-14T22:00:00-07:00 Los_Angeles,9.380000114440918kW,166493.5hundred_cubic_feet_natural_gas,2kWh
2024-04-14T22:15:00-07:00 Los_Angeles,8.880000114440918kW,166494hundred_cubic_feet_natural_gas,2kWh
2024-04-14T22:30:00-07:00 Los_Angeles,9.069999694824219kW,166494hundred_cubic_feet_natural_gas,3kWh
2024-04-14T22:45:00-07:00 Los_Angeles,9.069999694824219kW,166494hundred_cubic_feet_natural_gas,2kWh
2024-04-14T23:00:00-07:00 Los_Angeles,9.140000343322754kW,166494hundred_cubic_feet_natural_gas,2kWh
2024-04-14T23:15:00-07:00 Los_Angeles,9kW,166495.5hundred_cubic_feet_natural_gas,2kWh
2024-04-14T23:30:00-07:00 Los_Angeles,8.920000076293945kW,166495.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-14T23:45:00-07:00 Los_Angeles,8.9399995803833kW,166495.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-15T00:00:00-07:00 Los_Angeles,8.970000267028809kW,166496.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-15T00:15:00-07:00 Los_Angeles,8.859999656677246kW,166496.703125hundred_cubic_feet_natural_gas,2kWh
