Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-01T03:30:00-07:00 Los_Angeles,8.729999542236328kW,165496hundred_cubic_feet_natural_gas,2kWh
2024-04-01T03:45:00-07:00 Los_Angeles,8.729999542236328kW,165496.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-01T04:00:00-07:00 Los_Angeles,8.699999809265137kW,165496.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T04:15:00-07:00 Los_Angeles,8.720000267028809kW,165497.5hundred_cubic_feet_natural_gas,2kWh
2024-04-01T04:30:00-07:00 Los_Angeles,8.729999542236328kW,165497.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T04:45:00-07:00 Los_Angeles,8.680000305175781kW,165498.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T05:00:00-07:00 Los_Angeles,8.670000076293945kW,165499hundred_cubic_feet_natural_gas,3kWh
2024-04-01T05:15:00-07:00 Los_Angeles,8.609999656677246kW,165499.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T05:30:00-07:00 Los_Angeles,8.729999542236328kW,165499.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T05:45:00-07:00 Los_Angeles,8.59000015258789kW,165500.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-01T06:00:00-07:00 Los_Angeles,8.5kW,165501hundred_cubic_feet_natural_gas,2kWh
2024-04-01T06:15:00-07:00 Los_Angeles,8.9399995803833kW,165501.5hundred_cubic_feet_natural_gas,2kWh
2024-04-01T06:30:00-07:00 Los_Angeles,8.960000038146973kW,165502.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T06:45:00-07:00 Los_Angeles,9.25kW,165502.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-01T07:00:00-07:00 Los_Angeles,8.510000228881836kW,165503.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T07:15:00-07:00 Los_Angeles,11.270000457763672kW,165504.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T07:30:00-07:00 Los_Angeles,10.3100004196167kW,165505.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T07:45:00-07:00 Los_Angeles,9kW,165507.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T08:00:00-07:00 Los_Angeles,7.480000019073486kW,165508.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T08:15:00-07:00 Los_Angeles,5.679999828338623kW,165509.5hundred_cubic_feet_natural_gas,1kWh
2024-04-01T08:30:00-07:00 Los_Angeles,3.4600000381469727kW,165510.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T08:45:00-07:00 Los_Angeles,0.46000000834465027kW,165511.5hundred_cubic_feet_natural_gas,0kWh
2024-04-01T09:00:00-07:00 Los_Angeles,-1.649999976158142kW,165512.5hundred_cubic_feet_natural_gas,0kWh
2024-04-01T09:15:00-07:00 Los_Angeles,-5.690000057220459kW,165513.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-01T09:30:00-07:00 Los_Angeles,-7.429999828338623kW,165513.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-01T09:45:00-07:00 Los_Angeles,-10.260000228881836kW,165514.296875hundred_cubic_feet_natural_gas,-2kWh
2024-04-01T10:00:00-07:00 Los_Angeles,-12.279999732971191kW,165514.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-01T10:15:00-07:00 Los_Angeles,-13.739999771118164kW,165514.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-01T10:30:00-07:00 Los_Angeles,-15.350000381469727kW,165515.296875hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T10:45:00-07:00 Los_Angeles,-16.860000610351562kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T11:00:00-07:00 Los_Angeles,-18.790000915527344kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T11:15:00-07:00 Los_Angeles,-19.360000610351562kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T11:30:00-07:00 Los_Angeles,-20.719999313354492kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T11:45:00-07:00 Los_Angeles,-21.56999969482422kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T12:00:00-07:00 Los_Angeles,-22.309999465942383kW,165517.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-01T12:15:00-07:00 Los_Angeles,-22.719999313354492kW,165517.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-01T12:30:00-07:00 Los_Angeles,-22.739999771118164kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T12:45:00-07:00 Los_Angeles,-22.670000076293945kW,165517.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-01T13:00:00-07:00 Los_Angeles,-21.459999084472656kW,165517.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-01T13:15:00-07:00 Los_Angeles,-21.479999542236328kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T13:30:00-07:00 Los_Angeles,-22.209999084472656kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T13:45:00-07:00 Los_Angeles,-21.969999313354492kW,165517.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-01T14:00:00-07:00 Los_Angeles,-21.43000030517578kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T14:15:00-07:00 Los_Angeles,-19.31999969482422kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T14:30:00-07:00 Los_Angeles,-18.149999618530273kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T14:45:00-07:00 Los_Angeles,-17.15999984741211kW,165517.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-01T15:00:00-07:00 Los_Angeles,-16.950000762939453kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T15:15:00-07:00 Los_Angeles,-16.719999313354492kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T15:30:00-07:00 Los_Angeles,-15.930000305175781kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T15:45:00-07:00 Los_Angeles,-14.390000343322754kW,165517.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-01T16:00:00-07:00 Los_Angeles,-12.6899995803833kW,165517.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-01T16:15:00-07:00 Los_Angeles,-10.699999809265137kW,165517.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-01T16:30:00-07:00 Los_Angeles,-8.529999732971191kW,165517.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-01T16:45:00-07:00 Los_Angeles,-6.340000152587891kW,165517.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-01T17:00:00-07:00 Los_Angeles,-3.5199999809265137kW,165517.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-01T17:15:00-07:00 Los_Angeles,-5.300000190734863kW,165517.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-01T17:30:00-07:00 Los_Angeles,-3.0399999618530273kW,165517.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-01T17:45:00-07:00 Los_Angeles,-1.1699999570846558kW,165517.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-01T18:00:00-07:00 Los_Angeles,1.0299999713897705kW,165517.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-01T18:15:00-07:00 Los_Angeles,3.430000066757202kW,165517.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-01T18:30:00-07:00 Los_Angeles,9.470000267028809kW,165517.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-01T18:45:00-07:00 Los_Angeles,8.300000190734863kW,165517.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T19:00:00-07:00 Los_Angeles,9.100000381469727kW,165517.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T19:15:00-07:00 Los_Angeles,9.989999771118164kW,165517.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-01T19:30:00-07:00 Los_Angeles,10.15999984741211kW,165518.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-01T19:45:00-07:00 Los_Angeles,10.109999656677246kW,165522.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T20:00:00-07:00 Los_Angeles,11.680000305175781kW,165525.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-01T20:15:00-07:00 Los_Angeles,13.430000305175781kW,165527.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T20:30:00-07:00 Los_Angeles,12.020000457763672kW,165527.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T20:45:00-07:00 Los_Angeles,11.699999809265137kW,165527.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T21:00:00-07:00 Los_Angeles,11.789999961853027kW,165527.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T21:15:00-07:00 Los_Angeles,9.850000381469727kW,165527.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T21:30:00-07:00 Los_Angeles,9.930000305175781kW,165527.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-01T21:45:00-07:00 Los_Angeles,9.850000381469727kW,165527.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-01T22:00:00-07:00 Los_Angeles,9.869999885559082kW,165530.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-01T22:15:00-07:00 Los_Angeles,9.819999694824219kW,165530.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-01T22:30:00-07:00 Los_Angeles,9.829999923706055kW,165530.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-01T22:45:00-07:00 Los_Angeles,9.800000190734863kW,165530.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-01T23:00:00-07:00 Los_Angeles,9.760000228881836kW,165531.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-01T23:15:00-07:00 Los_Angeles,9.720000267028809kW,165531.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-01T23:30:00-07:00 Los_Angeles,9.720000267028809kW,165532.5hundred_cubic_feet_natural_gas,3kWh
2024-04-01T23:45:00-07:00 Los_Angeles,9.829999923706055kW,165533.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-02T00:00:00-07:00 Los_Angeles,9.729999542236328kW,165533.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-02T00:15:00-07:00 Los_Angeles,8.5600004196167kW,165533.796875hundred_cubic_feet_natural_gas,3kWh
