Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-09T04:30:00-07:00 Los_Angeles,8.710000038146973kW,166030hundred_cubic_feet_natural_gas,2kWh
2024-04-09T04:45:00-07:00 Los_Angeles,8.65999984741211kW,166031.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T05:00:00-07:00 Los_Angeles,8.6899995803833kW,166033.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T05:15:00-07:00 Los_Angeles,9.039999961853027kW,166039.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T05:30:00-07:00 Los_Angeles,9.119999885559082kW,166040.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T05:45:00-07:00 Los_Angeles,9.010000228881836kW,166040.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T06:00:00-07:00 Los_Angeles,9.180000305175781kW,166040.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T06:15:00-07:00 Los_Angeles,12.5kW,166040.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T06:30:00-07:00 Los_Angeles,12.430000305175781kW,166040.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T06:45:00-07:00 Los_Angeles,11.430000305175781kW,166040.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T07:00:00-07:00 Los_Angeles,11.109999656677246kW,166040.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T07:15:00-07:00 Los_Angeles,10.539999961853027kW,166043hundred_cubic_feet_natural_gas,3kWh
2024-04-09T07:30:00-07:00 Los_Angeles,9.380000114440918kW,166052.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-09T07:45:00-07:00 Los_Angeles,8.140000343322754kW,166059.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-09T08:00:00-07:00 Los_Angeles,6.809999942779541kW,166062.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T08:15:00-07:00 Los_Angeles,5.019999980926514kW,166064.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-09T08:30:00-07:00 Los_Angeles,2.009999990463257kW,166067.5hundred_cubic_feet_natural_gas,1kWh
2024-04-09T08:45:00-07:00 Los_Angeles,11.40999984741211kW,166070.5hundred_cubic_feet_natural_gas,3kWh
2024-04-09T09:00:00-07:00 Los_Angeles,8.460000038146973kW,166074.5hundred_cubic_feet_natural_gas,2kWh
2024-04-09T09:15:00-07:00 Los_Angeles,5.929999828338623kW,166078.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T09:30:00-07:00 Los_Angeles,4.289999961853027kW,166080.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-09T09:45:00-07:00 Los_Angeles,2.1600000858306885kW,166082.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-09T10:00:00-07:00 Los_Angeles,1.2400000095367432kW,166084.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-09T10:15:00-07:00 Los_Angeles,0.5799999833106995kW,166086.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-09T10:30:00-07:00 Los_Angeles,-1.559999942779541kW,166090.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T10:45:00-07:00 Los_Angeles,-2.490000009536743kW,166090.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-09T11:00:00-07:00 Los_Angeles,-5.559999942779541kW,166097.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T11:15:00-07:00 Los_Angeles,-4.110000133514404kW,166098.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T11:30:00-07:00 Los_Angeles,-5.559999942779541kW,166098.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T11:45:00-07:00 Los_Angeles,-9.119999885559082kW,166098.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T12:00:00-07:00 Los_Angeles,-7.650000095367432kW,166098.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T12:15:00-07:00 Los_Angeles,-6.860000133514404kW,166098.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T12:30:00-07:00 Los_Angeles,-15.579999923706055kW,166098.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T12:45:00-07:00 Los_Angeles,-20.040000915527344kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T13:00:00-07:00 Los_Angeles,-20.219999313354492kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T13:15:00-07:00 Los_Angeles,-20.389999389648438kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T13:30:00-07:00 Los_Angeles,-19.549999237060547kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T13:45:00-07:00 Los_Angeles,-19.56999969482422kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T14:00:00-07:00 Los_Angeles,-18.1299991607666kW,166098.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-09T14:15:00-07:00 Los_Angeles,-17.510000228881836kW,166098.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-09T14:30:00-07:00 Los_Angeles,-16.09000015258789kW,166098.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-09T14:45:00-07:00 Los_Angeles,-15.630000114440918kW,166098.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-09T15:00:00-07:00 Los_Angeles,-15.59000015258789kW,166098.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-09T15:15:00-07:00 Los_Angeles,-14.859999656677246kW,166098.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-09T15:30:00-07:00 Los_Angeles,-11.779999732971191kW,166098.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-09T15:45:00-07:00 Los_Angeles,-9.380000114440918kW,166098.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-09T16:00:00-07:00 Los_Angeles,-8.170000076293945kW,166098.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T16:15:00-07:00 Los_Angeles,-7.449999809265137kW,166098.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T16:30:00-07:00 Los_Angeles,-7.489999771118164kW,166098.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-09T16:45:00-07:00 Los_Angeles,-4.260000228881836kW,166098.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T17:00:00-07:00 Los_Angeles,-1.2899999618530273kW,166098.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T17:15:00-07:00 Los_Angeles,-3.1500000953674316kW,166098.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T17:30:00-07:00 Los_Angeles,-1.5199999809265137kW,166098.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-09T17:45:00-07:00 Los_Angeles,1.149999976158142kW,166098.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-09T18:00:00-07:00 Los_Angeles,7.730000019073486kW,166098.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-09T18:15:00-07:00 Los_Angeles,7.630000114440918kW,166098.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T18:30:00-07:00 Los_Angeles,6.989999771118164kW,166098.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T18:45:00-07:00 Los_Angeles,8.329999923706055kW,166098.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T19:00:00-07:00 Los_Angeles,8.779999732971191kW,166098.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T19:15:00-07:00 Los_Angeles,9.380000114440918kW,166098.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T19:30:00-07:00 Los_Angeles,11.149999618530273kW,166098.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T19:45:00-07:00 Los_Angeles,9.739999771118164kW,166104.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-09T20:00:00-07:00 Los_Angeles,10.779999732971191kW,166110.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-09T20:15:00-07:00 Los_Angeles,10.729999542236328kW,166118.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T20:30:00-07:00 Los_Angeles,10.649999618530273kW,166124.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-09T20:45:00-07:00 Los_Angeles,10.640000343322754kW,166124.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-09T21:00:00-07:00 Los_Angeles,10.40999984741211kW,166124.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T21:15:00-07:00 Los_Angeles,9.979999542236328kW,166124.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-09T21:30:00-07:00 Los_Angeles,10.020000457763672kW,166124.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-09T21:45:00-07:00 Los_Angeles,10.0600004196167kW,166124.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-09T22:00:00-07:00 Los_Angeles,10.069999694824219kW,166125.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-09T22:15:00-07:00 Los_Angeles,9.899999618530273kW,166130.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-09T22:30:00-07:00 Los_Angeles,9.920000076293945kW,166130.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-09T22:45:00-07:00 Los_Angeles,9.920000076293945kW,166130.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-09T23:00:00-07:00 Los_Angeles,9.960000038146973kW,166130.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-09T23:15:00-07:00 Los_Angeles,9.920000076293945kW,166130.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-09T23:30:00-07:00 Los_Angeles,9.930000305175781kW,166130.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-09T23:45:00-07:00 Los_Angeles,9.920000076293945kW,166130.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-10T00:00:00-07:00 Los_Angeles,10.15999984741211kW,166130.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-10T00:15:00-07:00 Los_Angeles,8.859999656677246kW,166134hundred_cubic_feet_natural_gas,3kWh
