Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-02T06:15:00-07:00 Los_Angeles,8.979999542236328kW,165543.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-02T06:30:00-07:00 Los_Angeles,8.960000038146973kW,165544.5hundred_cubic_feet_natural_gas,2kWh
2024-04-02T06:45:00-07:00 Los_Angeles,8.010000228881836kW,165545hundred_cubic_feet_natural_gas,2kWh
2024-04-02T07:00:00-07:00 Los_Angeles,7.929999828338623kW,165545.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-02T07:15:00-07:00 Los_Angeles,10.930000305175781kW,165546.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T07:30:00-07:00 Los_Angeles,10.140000343322754kW,165547.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-02T07:45:00-07:00 Los_Angeles,8.770000457763672kW,165548.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T08:00:00-07:00 Los_Angeles,7.699999809265137kW,165549.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-02T08:15:00-07:00 Los_Angeles,5.889999866485596kW,165549.703125hundred_cubic_feet_natural_gas,1kWh
2024-04-02T08:30:00-07:00 Los_Angeles,3.190000057220459kW,165550.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-02T08:45:00-07:00 Los_Angeles,0.4300000071525574kW,165551hundred_cubic_feet_natural_gas,1kWh
2024-04-02T09:00:00-07:00 Los_Angeles,-1.5199999809265137kW,165552.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-02T09:15:00-07:00 Los_Angeles,-5.429999828338623kW,165552.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T09:30:00-07:00 Los_Angeles,-7.659999847412109kW,165552.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T09:45:00-07:00 Los_Angeles,-9.880000114440918kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T10:00:00-07:00 Los_Angeles,-11.350000381469727kW,165552.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-02T10:15:00-07:00 Los_Angeles,-11.779999732971191kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T10:30:00-07:00 Los_Angeles,-13.739999771118164kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T10:45:00-07:00 Los_Angeles,-15.25kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T11:00:00-07:00 Los_Angeles,-16.719999313354492kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T11:15:00-07:00 Los_Angeles,-18.190000534057617kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T11:30:00-07:00 Los_Angeles,-18.139999389648438kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T11:45:00-07:00 Los_Angeles,-19.139999389648438kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T12:00:00-07:00 Los_Angeles,-19.739999771118164kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T12:15:00-07:00 Los_Angeles,-20.579999923706055kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T12:30:00-07:00 Los_Angeles,-21.15999984741211kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T12:45:00-07:00 Los_Angeles,-21.43000030517578kW,165552.796875hundred_cubic_feet_natural_gas,-6kWh
2024-04-02T13:00:00-07:00 Los_Angeles,-22.059999465942383kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T13:15:00-07:00 Los_Angeles,-20.670000076293945kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T13:30:00-07:00 Los_Angeles,-20.110000610351562kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T13:45:00-07:00 Los_Angeles,-19.959999084472656kW,165552.796875hundred_cubic_feet_natural_gas,-6kWh
2024-04-02T14:00:00-07:00 Los_Angeles,-19.690000534057617kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T14:15:00-07:00 Los_Angeles,-18.40999984741211kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T14:30:00-07:00 Los_Angeles,-17.530000686645508kW,165552.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-02T14:45:00-07:00 Los_Angeles,-16.690000534057617kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T15:00:00-07:00 Los_Angeles,-15.539999961853027kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T15:15:00-07:00 Los_Angeles,-15.109999656677246kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T15:30:00-07:00 Los_Angeles,-14kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T15:45:00-07:00 Los_Angeles,-12.350000381469727kW,165552.796875hundred_cubic_feet_natural_gas,-4kWh
2024-04-02T16:00:00-07:00 Los_Angeles,-11.130000114440918kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T16:15:00-07:00 Los_Angeles,-9.699999809265137kW,165552.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-02T16:30:00-07:00 Los_Angeles,-8.09000015258789kW,165552.796875hundred_cubic_feet_natural_gas,-3kWh
2024-04-02T16:45:00-07:00 Los_Angeles,-5.019999980926514kW,165552.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T17:00:00-07:00 Los_Angeles,-2.7300000190734863kW,165552.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T17:15:00-07:00 Los_Angeles,-4.360000133514404kW,165552.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T17:30:00-07:00 Los_Angeles,-2.5399999618530273kW,165552.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-02T17:45:00-07:00 Los_Angeles,4.289999961853027kW,165552.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-02T18:00:00-07:00 Los_Angeles,6.690000057220459kW,165552.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-02T18:15:00-07:00 Los_Angeles,7.380000114440918kW,165552.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-02T18:30:00-07:00 Los_Angeles,8.600000381469727kW,165552.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-02T18:45:00-07:00 Los_Angeles,10.140000343322754kW,165552.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T19:00:00-07:00 Los_Angeles,10.579999923706055kW,165554.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-02T19:15:00-07:00 Los_Angeles,11.100000381469727kW,165557.5hundred_cubic_feet_natural_gas,2kWh
2024-04-02T19:30:00-07:00 Los_Angeles,11.199999809265137kW,165557.5hundred_cubic_feet_natural_gas,3kWh
2024-04-02T19:45:00-07:00 Los_Angeles,11.079999923706055kW,165560.5hundred_cubic_feet_natural_gas,3kWh
2024-04-02T20:00:00-07:00 Los_Angeles,12.609999656677246kW,165561.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T20:15:00-07:00 Los_Angeles,11.670000076293945kW,165561.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T20:30:00-07:00 Los_Angeles,11.520000457763672kW,165563.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T20:45:00-07:00 Los_Angeles,11.319999694824219kW,165564.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-02T21:00:00-07:00 Los_Angeles,11.640000343322754kW,165564.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-02T21:15:00-07:00 Los_Angeles,10.079999923706055kW,165565hundred_cubic_feet_natural_gas,3kWh
2024-04-02T21:30:00-07:00 Los_Angeles,9.729999542236328kW,165565hundred_cubic_feet_natural_gas,2kWh
2024-04-02T21:45:00-07:00 Los_Angeles,9.8100004196167kW,165565hundred_cubic_feet_natural_gas,2kWh
2024-04-02T22:00:00-07:00 Los_Angeles,9.779999732971191kW,165565hundred_cubic_feet_natural_gas,3kWh
2024-04-02T22:15:00-07:00 Los_Angeles,9.779999732971191kW,165565hundred_cubic_feet_natural_gas,2kWh
2024-04-02T22:30:00-07:00 Los_Angeles,9.850000381469727kW,165565hundred_cubic_feet_natural_gas,3kWh
2024-04-02T22:45:00-07:00 Los_Angeles,9.739999771118164kW,165565hundred_cubic_feet_natural_gas,2kWh
2024-04-02T23:00:00-07:00 Los_Angeles,9.75kW,165565hundred_cubic_feet_natural_gas,3kWh
2024-04-02T23:15:00-07:00 Los_Angeles,9.65999984741211kW,165565hundred_cubic_feet_natural_gas,2kWh
2024-04-02T23:30:00-07:00 Los_Angeles,9.739999771118164kW,165565hundred_cubic_feet_natural_gas,3kWh
2024-04-02T23:45:00-07:00 Los_Angeles,9.770000457763672kW,165568hundred_cubic_feet_natural_gas,2kWh
2024-04-03T00:00:00-07:00 Los_Angeles,9.609999656677246kW,165568.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-03T00:15:00-07:00 Los_Angeles,8.489999771118164kW,165568.90625hundred_cubic_feet_natural_gas,3kWh
