Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-19T07:45:00-07:00 Los_Angeles,9.039999961853027kW,166957.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-19T08:00:00-07:00 Los_Angeles,9.6899995803833kW,166959.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-19T08:15:00-07:00 Los_Angeles,8.779999732971191kW,166961.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-19T08:30:00-07:00 Los_Angeles,12.800000190734863kW,166962.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-19T08:45:00-07:00 Los_Angeles,11.65999984741211kW,166964.5hundred_cubic_feet_natural_gas,3kWh
2024-04-19T09:00:00-07:00 Los_Angeles,8.289999961853027kW,166968.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T09:15:00-07:00 Los_Angeles,5.699999809265137kW,166971.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-19T09:30:00-07:00 Los_Angeles,3.380000114440918kW,166973.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-19T09:45:00-07:00 Los_Angeles,-5.170000076293945kW,166973.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-19T10:00:00-07:00 Los_Angeles,-17.200000762939453kW,166974.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T10:15:00-07:00 Los_Angeles,-12.239999771118164kW,166979.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-19T10:30:00-07:00 Los_Angeles,-10.350000381469727kW,166979.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T10:45:00-07:00 Los_Angeles,-12.350000381469727kW,166983.5hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T11:00:00-07:00 Los_Angeles,-13.229999542236328kW,166983.5hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T11:15:00-07:00 Los_Angeles,-14.420000076293945kW,166985.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T11:30:00-07:00 Los_Angeles,-15.34000015258789kW,166986.5hundred_cubic_feet_natural_gas,-4kWh
2024-04-19T11:45:00-07:00 Los_Angeles,-8.930000305175781kW,166989.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T12:00:00-07:00 Los_Angeles,-12.539999961853027kW,166989.296875hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T12:15:00-07:00 Los_Angeles,-14.029999732971191kW,166989.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T12:30:00-07:00 Los_Angeles,-13.220000267028809kW,166989.296875hundred_cubic_feet_natural_gas,-4kWh
2024-04-19T12:45:00-07:00 Los_Angeles,-12.5600004196167kW,166989.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T13:00:00-07:00 Los_Angeles,-13.859999656677246kW,166989.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T13:15:00-07:00 Los_Angeles,-11.979999542236328kW,166989.296875hundred_cubic_feet_natural_gas,-4kWh
2024-04-19T13:30:00-07:00 Los_Angeles,-10.119999885559082kW,166989.296875hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T13:45:00-07:00 Los_Angeles,-8.34000015258789kW,166989.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T14:00:00-07:00 Los_Angeles,-7.78000020980835kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T14:15:00-07:00 Los_Angeles,-6.46999979019165kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T14:30:00-07:00 Los_Angeles,-9.0600004196167kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T14:45:00-07:00 Los_Angeles,-8.520000457763672kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T14:55:00-07:00 Los_Angeles,12.149999618530273kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T15:00:00-07:00 Los_Angeles,15.369999885559082kW,166989.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-19T15:15:00-07:00 Los_Angeles,-2.8499999046325684kW,166989.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-19T15:30:00-07:00 Los_Angeles,-8.520000457763672kW,166989.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-19T15:45:00-07:00 Los_Angeles,-10.75kW,166989.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T16:00:00-07:00 Los_Angeles,-9.130000114440918kW,166989.40625hundred_cubic_feet_natural_gas,-2kWh
2024-04-19T16:15:00-07:00 Los_Angeles,-7.670000076293945kW,166989.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-19T16:30:00-07:00 Los_Angeles,-5.809999942779541kW,166989.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-19T16:45:00-07:00 Los_Angeles,-2.130000114440918kW,166989.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-19T17:00:00-07:00 Los_Angeles,3.490000009536743kW,166989.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-19T17:15:00-07:00 Los_Angeles,0.5699999928474426kW,166989.40625hundred_cubic_feet_natural_gas,0kWh
2024-04-19T17:30:00-07:00 Los_Angeles,3.0999999046325684kW,166989.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-19T17:45:00-07:00 Los_Angeles,4.940000057220459kW,166989.5hundred_cubic_feet_natural_gas,1kWh
2024-04-19T18:00:00-07:00 Los_Angeles,6.230000019073486kW,166994.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-19T18:15:00-07:00 Los_Angeles,6.320000171661377kW,166999.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-19T18:30:00-07:00 Los_Angeles,8.420000076293945kW,166999.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-19T18:45:00-07:00 Los_Angeles,9.960000038146973kW,166999.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-19T19:00:00-07:00 Los_Angeles,11.300000190734863kW,166999.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-19T19:15:00-07:00 Los_Angeles,11.90999984741211kW,166999.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T19:30:00-07:00 Los_Angeles,12.470000267028809kW,166999.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T19:45:00-07:00 Los_Angeles,12.75kW,166999.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T20:00:00-07:00 Los_Angeles,12.789999961853027kW,166999.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T20:15:00-07:00 Los_Angeles,12.600000381469727kW,166999.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-19T20:30:00-07:00 Los_Angeles,12.600000381469727kW,166999.90625hundred_cubic_feet_natural_gas,4kWh
2024-04-19T20:45:00-07:00 Los_Angeles,11.90999984741211kW,167000hundred_cubic_feet_natural_gas,3kWh
2024-04-19T21:00:00-07:00 Los_Angeles,9.949999809265137kW,167004.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T21:15:00-07:00 Los_Angeles,9.579999923706055kW,167004.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-19T21:30:00-07:00 Los_Angeles,9.65999984741211kW,167004.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T21:45:00-07:00 Los_Angeles,9.9399995803833kW,167004.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-19T22:00:00-07:00 Los_Angeles,9.5kW,167004.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T22:15:00-07:00 Los_Angeles,9.579999923706055kW,167004.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T22:30:00-07:00 Los_Angeles,9.550000190734863kW,167004.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-19T22:45:00-07:00 Los_Angeles,9.59000015258789kW,167004.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T23:00:00-07:00 Los_Angeles,9.579999923706055kW,167004.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-19T23:15:00-07:00 Los_Angeles,9.539999961853027kW,167006.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-19T23:30:00-07:00 Los_Angeles,9.520000457763672kW,167007.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-19T23:45:00-07:00 Los_Angeles,9.539999961853027kW,167007.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-20T00:00:00-07:00 Los_Angeles,9.5600004196167kW,167007.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-20T00:15:00-07:00 Los_Angeles,8.539999961853027kW,167007.296875hundred_cubic_feet_natural_gas,2kWh
