Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-18T09:00:00-07:00 Los_Angeles,8.460000038146973kW,166901.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-18T09:15:00-07:00 Los_Angeles,7.71999979019165kW,166904.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T09:30:00-07:00 Los_Angeles,6.510000228881836kW,166910.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T09:45:00-07:00 Los_Angeles,6.46999979019165kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T10:00:00-07:00 Los_Angeles,2.759999990463257kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T10:15:00-07:00 Los_Angeles,-0.36000001430511475kW,166910.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-18T10:30:00-07:00 Los_Angeles,-3.680000066757202kW,166910.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-18T10:45:00-07:00 Los_Angeles,-5.150000095367432kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T11:00:00-07:00 Los_Angeles,-6.699999809265137kW,166910.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-18T11:15:00-07:00 Los_Angeles,-2.7699999809265137kW,166910.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-18T11:30:00-07:00 Los_Angeles,-8.079999923706055kW,166910.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-18T11:45:00-07:00 Los_Angeles,-8.40999984741211kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T12:00:00-07:00 Los_Angeles,-9.130000114440918kW,166910.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-18T12:15:00-07:00 Los_Angeles,7.010000228881836kW,166910.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-18T12:30:00-07:00 Los_Angeles,5.519999980926514kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T12:45:00-07:00 Los_Angeles,-4.46999979019165kW,166910.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-18T13:00:00-07:00 Los_Angeles,6.670000076293945kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T13:15:00-07:00 Los_Angeles,6.679999828338623kW,166910.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T13:30:00-07:00 Los_Angeles,-18.670000076293945kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T13:45:00-07:00 Los_Angeles,-13.229999542236328kW,166910.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-18T14:00:00-07:00 Los_Angeles,-15.84000015258789kW,166910.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-18T14:15:00-07:00 Los_Angeles,-0.8899999856948853kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T14:30:00-07:00 Los_Angeles,-19.760000228881836kW,166910.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-18T14:45:00-07:00 Los_Angeles,-16.59000015258789kW,166910.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-18T15:00:00-07:00 Los_Angeles,-15.869999885559082kW,166910.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-18T15:15:00-07:00 Los_Angeles,-14.079999923706055kW,166910.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-18T15:30:00-07:00 Los_Angeles,-10.25kW,166910.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-18T15:45:00-07:00 Los_Angeles,-10.199999809265137kW,166910.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-18T16:00:00-07:00 Los_Angeles,-11.020000457763672kW,166910.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-18T16:15:00-07:00 Los_Angeles,-8.569999694824219kW,166910.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-18T16:30:00-07:00 Los_Angeles,-5.539999961853027kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T16:45:00-07:00 Los_Angeles,0.3700000047683716kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T17:00:00-07:00 Los_Angeles,-0.3199999928474426kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T17:15:00-07:00 Los_Angeles,-3.940000057220459kW,166910.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-18T17:30:00-07:00 Los_Angeles,1.9500000476837158kW,166910.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-18T17:45:00-07:00 Los_Angeles,5.570000171661377kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T18:00:00-07:00 Los_Angeles,4.900000095367432kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T18:15:00-07:00 Los_Angeles,6.320000171661377kW,166910.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-18T18:30:00-07:00 Los_Angeles,7.269999980926514kW,166910.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T18:45:00-07:00 Los_Angeles,8.949999809265137kW,166910.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T19:00:00-07:00 Los_Angeles,10.949999809265137kW,166910.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-18T19:15:00-07:00 Los_Angeles,11.420000076293945kW,166918.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-18T19:30:00-07:00 Los_Angeles,9.989999771118164kW,166924.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-18T19:45:00-07:00 Los_Angeles,9.930000305175781kW,166924.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-18T20:00:00-07:00 Los_Angeles,9.550000190734863kW,166924.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-18T20:15:00-07:00 Los_Angeles,10.34000015258789kW,166930.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-18T20:30:00-07:00 Los_Angeles,10.390000343322754kW,166930.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-18T20:45:00-07:00 Los_Angeles,10.449999809265137kW,166932.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T21:00:00-07:00 Los_Angeles,10.15999984741211kW,166932.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-18T21:15:00-07:00 Los_Angeles,9.880000114440918kW,166932.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T21:30:00-07:00 Los_Angeles,9.890000343322754kW,166933hundred_cubic_feet_natural_gas,3kWh
2024-04-18T21:45:00-07:00 Los_Angeles,9.920000076293945kW,166936.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-18T22:00:00-07:00 Los_Angeles,9.869999885559082kW,166936.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-18T22:15:00-07:00 Los_Angeles,9.829999923706055kW,166936.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-18T22:30:00-07:00 Los_Angeles,9.710000038146973kW,166936.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-18T22:45:00-07:00 Los_Angeles,9.710000038146973kW,166936.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-18T23:00:00-07:00 Los_Angeles,9.720000267028809kW,166937.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-18T23:15:00-07:00 Los_Angeles,9.800000190734863kW,166939.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-18T23:30:00-07:00 Los_Angeles,9.760000228881836kW,166939.5hundred_cubic_feet_natural_gas,2kWh
2024-04-18T23:45:00-07:00 Los_Angeles,9.760000228881836kW,166939.5hundred_cubic_feet_natural_gas,3kWh
2024-04-19T00:00:00-07:00 Los_Angeles,9.75kW,166939.5hundred_cubic_feet_natural_gas,2kWh
2024-04-19T00:15:00-07:00 Los_Angeles,8.859999656677246kW,166939.5hundred_cubic_feet_natural_gas,2kWh
