Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-13T05:45:00-07:00 Los_Angeles,8.760000228881836kW,166394.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-13T06:00:00-07:00 Los_Angeles,8.760000228881836kW,166394.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T06:15:00-07:00 Los_Angeles,8.84000015258789kW,166395.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T06:30:00-07:00 Los_Angeles,8.789999961853027kW,166395.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-13T06:45:00-07:00 Los_Angeles,7.739999771118164kW,166395.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-13T07:00:00-07:00 Los_Angeles,7.78000020980835kW,166396.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-13T07:15:00-07:00 Los_Angeles,7.329999923706055kW,166396.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-13T07:30:00-07:00 Los_Angeles,7.170000076293945kW,166397.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T07:45:00-07:00 Los_Angeles,6.46999979019165kW,166399hundred_cubic_feet_natural_gas,2kWh
2024-04-13T08:00:00-07:00 Los_Angeles,6.550000190734863kW,166399.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-13T08:15:00-07:00 Los_Angeles,6.630000114440918kW,166400.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-13T08:30:00-07:00 Los_Angeles,6.239999771118164kW,166401.5hundred_cubic_feet_natural_gas,2kWh
2024-04-13T08:45:00-07:00 Los_Angeles,5.849999904632568kW,166402.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T09:00:00-07:00 Los_Angeles,4.130000114440918kW,166403.5hundred_cubic_feet_natural_gas,2kWh
2024-04-13T09:15:00-07:00 Los_Angeles,5.820000171661377kW,166404.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-13T09:30:00-07:00 Los_Angeles,4.570000171661377kW,166405.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-13T09:45:00-07:00 Los_Angeles,5kW,166406.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-13T10:00:00-07:00 Los_Angeles,5.329999923706055kW,166407hundred_cubic_feet_natural_gas,2kWh
2024-04-13T10:15:00-07:00 Los_Angeles,3.190000057220459kW,166407.90625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T10:30:00-07:00 Los_Angeles,1.9299999475479126kW,166408.703125hundred_cubic_feet_natural_gas,1kWh
2024-04-13T10:45:00-07:00 Los_Angeles,3.049999952316284kW,166409.5hundred_cubic_feet_natural_gas,0kWh
2024-04-13T11:00:00-07:00 Los_Angeles,2.1700000762939453kW,166410.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T11:15:00-07:00 Los_Angeles,0.11999999731779099kW,166411.609375hundred_cubic_feet_natural_gas,0kWh
2024-04-13T11:30:00-07:00 Los_Angeles,1.7300000190734863kW,166412.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T11:45:00-07:00 Los_Angeles,0.7300000190734863kW,166413.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-13T12:00:00-07:00 Los_Angeles,0.18000000715255737kW,166414.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-13T12:15:00-07:00 Los_Angeles,-0.27000001072883606kW,166414.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-13T12:30:00-07:00 Los_Angeles,-0.6700000166893005kW,166415.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T12:45:00-07:00 Los_Angeles,-1.7200000286102295kW,166416.609375hundred_cubic_feet_natural_gas,0kWh
2024-04-13T13:00:00-07:00 Los_Angeles,-3.6500000953674316kW,166417.5hundred_cubic_feet_natural_gas,0kWh
2024-04-13T13:15:00-07:00 Los_Angeles,-2.5899999141693115kW,166418.296875hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T13:30:00-07:00 Los_Angeles,-0.6000000238418579kW,166419.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-13T13:45:00-07:00 Los_Angeles,-1.6299999952316284kW,166420hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T14:00:00-07:00 Los_Angeles,-1.7100000381469727kW,166420.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T14:15:00-07:00 Los_Angeles,-1.0199999809265137kW,166421.5hundred_cubic_feet_natural_gas,0kWh
2024-04-13T14:30:00-07:00 Los_Angeles,-1.309999942779541kW,166422.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-13T14:45:00-07:00 Los_Angeles,-1.649999976158142kW,166422.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T15:00:00-07:00 Los_Angeles,-1.7200000286102295kW,166423.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-13T15:15:00-07:00 Los_Angeles,3.4000000953674316kW,166423.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-13T15:30:00-07:00 Los_Angeles,2.609999895095825kW,166424.5hundred_cubic_feet_natural_gas,1kWh
2024-04-13T15:45:00-07:00 Los_Angeles,3.680000066757202kW,166425.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-13T16:00:00-07:00 Los_Angeles,2.390000104904175kW,166425.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-13T16:15:00-07:00 Los_Angeles,0.550000011920929kW,166426.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-13T16:30:00-07:00 Los_Angeles,3.700000047683716kW,166427.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-13T16:45:00-07:00 Los_Angeles,2.7300000190734863kW,166427.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-13T17:00:00-07:00 Los_Angeles,0.7400000095367432kW,166428.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-13T17:15:00-07:00 Los_Angeles,4.349999904632568kW,166428.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-13T17:30:00-07:00 Los_Angeles,3.1600000858306885kW,166428.90625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T17:45:00-07:00 Los_Angeles,3.700000047683716kW,166429.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-13T18:00:00-07:00 Los_Angeles,3.890000104904175kW,166429.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-13T18:15:00-07:00 Los_Angeles,5.269999980926514kW,166430.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-13T18:30:00-07:00 Los_Angeles,5.929999828338623kW,166430.5hundred_cubic_feet_natural_gas,1kWh
2024-04-13T18:45:00-07:00 Los_Angeles,6.260000228881836kW,166431.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-13T19:00:00-07:00 Los_Angeles,7.130000114440918kW,166431.5hundred_cubic_feet_natural_gas,1kWh
2024-04-13T19:15:00-07:00 Los_Angeles,7.53000020980835kW,166431.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-13T19:30:00-07:00 Los_Angeles,7.739999771118164kW,166432.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T19:45:00-07:00 Los_Angeles,9.270000457763672kW,166432.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-13T20:00:00-07:00 Los_Angeles,9.229999542236328kW,166433hundred_cubic_feet_natural_gas,2kWh
2024-04-13T20:15:00-07:00 Los_Angeles,9.329999923706055kW,166433.5hundred_cubic_feet_natural_gas,3kWh
2024-04-13T20:30:00-07:00 Los_Angeles,9.109999656677246kW,166433.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-13T20:45:00-07:00 Los_Angeles,8.989999771118164kW,166434.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T21:00:00-07:00 Los_Angeles,8.920000076293945kW,166434.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-13T21:15:00-07:00 Los_Angeles,8.869999885559082kW,166435.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-13T21:30:00-07:00 Los_Angeles,8.979999542236328kW,166435.5hundred_cubic_feet_natural_gas,2kWh
2024-04-13T21:45:00-07:00 Los_Angeles,8.90999984741211kW,166435.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-13T22:00:00-07:00 Los_Angeles,8.899999618530273kW,166436.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-13T22:15:00-07:00 Los_Angeles,8.880000114440918kW,166436.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-13T22:30:00-07:00 Los_Angeles,8.920000076293945kW,166437.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-13T22:45:00-07:00 Los_Angeles,9kW,166437.5hundred_cubic_feet_natural_gas,2kWh
2024-04-13T23:00:00-07:00 Los_Angeles,8.880000114440918kW,166438hundred_cubic_feet_natural_gas,2kWh
2024-04-13T23:15:00-07:00 Los_Angeles,8.880000114440918kW,166438.5hundred_cubic_feet_natural_gas,3kWh
2024-04-13T23:30:00-07:00 Los_Angeles,8.9399995803833kW,166438.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-13T23:45:00-07:00 Los_Angeles,9.050000190734863kW,166439.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-14T00:00:00-07:00 Los_Angeles,9.149999618530273kW,166439.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-14T00:15:00-07:00 Los_Angeles,8.880000114440918kW,166440.109375hundred_cubic_feet_natural_gas,3kWh
