Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-06T08:45:00-07:00 Los_Angeles,-4.309999942779541kW,165735.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T09:00:00-07:00 Los_Angeles,-6.760000228881836kW,165736.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T09:15:00-07:00 Los_Angeles,-10.520000457763672kW,165736.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T09:30:00-07:00 Los_Angeles,-12.850000381469727kW,165737hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T09:45:00-07:00 Los_Angeles,-15.050000190734863kW,165737.5hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T10:00:00-07:00 Los_Angeles,-21.030000686645508kW,165737.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T10:15:00-07:00 Los_Angeles,-24.610000610351562kW,165738.203125hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T10:30:00-07:00 Los_Angeles,-18.540000915527344kW,165738.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T10:45:00-07:00 Los_Angeles,-22.809999465942383kW,165739.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-06T11:00:00-07:00 Los_Angeles,-24.709999084472656kW,165739.296875hundred_cubic_feet_natural_gas,-6kWh
2024-04-06T11:15:00-07:00 Los_Angeles,-27.360000610351562kW,165739.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T11:30:00-07:00 Los_Angeles,-27.8700008392334kW,165739.796875hundred_cubic_feet_natural_gas,-7kWh
2024-04-06T11:45:00-07:00 Los_Angeles,-28.350000381469727kW,165740.296875hundred_cubic_feet_natural_gas,-7kWh
2024-04-06T12:00:00-07:00 Los_Angeles,-27.940000534057617kW,165740.5hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T12:15:00-07:00 Los_Angeles,-27.670000076293945kW,165741hundred_cubic_feet_natural_gas,-6kWh
2024-04-06T12:30:00-07:00 Los_Angeles,-25.170000076293945kW,165741hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T12:45:00-07:00 Los_Angeles,-9.130000114440918kW,165741hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T13:00:00-07:00 Los_Angeles,-23.030000686645508kW,165741hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T13:15:00-07:00 Los_Angeles,-24.219999313354492kW,165741hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T13:30:00-07:00 Los_Angeles,-8.770000457763672kW,165742hundred_cubic_feet_natural_gas,-4kWh
2024-04-06T13:45:00-07:00 Los_Angeles,-2.940000057220459kW,165742.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T14:00:00-07:00 Los_Angeles,-8.329999923706055kW,165742.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T14:15:00-07:00 Los_Angeles,-5.420000076293945kW,165742.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T14:30:00-07:00 Los_Angeles,-0.9700000286102295kW,165743.5hundred_cubic_feet_natural_gas,-2kWh
2024-04-06T14:45:00-07:00 Los_Angeles,-6.179999828338623kW,165744hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T15:00:00-07:00 Los_Angeles,-12.8100004196167kW,165744hundred_cubic_feet_natural_gas,-5kWh
2024-04-06T15:15:00-07:00 Los_Angeles,-13.109999656677246kW,165744.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T15:30:00-07:00 Los_Angeles,-5.539999961853027kW,165745.609375hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T15:45:00-07:00 Los_Angeles,0.20999999344348907kW,165745.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-06T16:00:00-07:00 Los_Angeles,-20.860000610351562kW,165746hundred_cubic_feet_natural_gas,-2kWh
2024-04-06T16:15:00-07:00 Los_Angeles,-18.440000534057617kW,165746.609375hundred_cubic_feet_natural_gas,-4kWh
2024-04-06T16:30:00-07:00 Los_Angeles,-6.050000190734863kW,165746.609375hundred_cubic_feet_natural_gas,-4kWh
2024-04-06T16:45:00-07:00 Los_Angeles,-7.690000057220459kW,165746.609375hundred_cubic_feet_natural_gas,-3kWh
2024-04-06T17:00:00-07:00 Los_Angeles,-8.109999656677246kW,165746.609375hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T17:15:00-07:00 Los_Angeles,-6.769999980926514kW,165746.609375hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T17:30:00-07:00 Los_Angeles,2.450000047683716kW,165746.609375hundred_cubic_feet_natural_gas,-1kWh
2024-04-06T17:45:00-07:00 Los_Angeles,4.309999942779541kW,165748.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-06T18:00:00-07:00 Los_Angeles,2.799999952316284kW,165748.90625hundred_cubic_feet_natural_gas,1kWh
2024-04-06T18:15:00-07:00 Los_Angeles,3.1500000953674316kW,165749.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-06T18:30:00-07:00 Los_Angeles,4.090000152587891kW,165749.703125hundred_cubic_feet_natural_gas,1kWh
2024-04-06T18:45:00-07:00 Los_Angeles,5.409999847412109kW,165750.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-06T19:00:00-07:00 Los_Angeles,5.679999828338623kW,165750.609375hundred_cubic_feet_natural_gas,1kWh
2024-04-06T19:15:00-07:00 Los_Angeles,7.190000057220459kW,165750.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-06T19:30:00-07:00 Los_Angeles,7.710000038146973kW,165751.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-06T19:45:00-07:00 Los_Angeles,7.699999809265137kW,165751.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T20:00:00-07:00 Los_Angeles,9.09000015258789kW,165752.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-06T20:15:00-07:00 Los_Angeles,9.119999885559082kW,165752.5hundred_cubic_feet_natural_gas,2kWh
2024-04-06T20:30:00-07:00 Los_Angeles,8.949999809265137kW,165753hundred_cubic_feet_natural_gas,3kWh
2024-04-06T20:45:00-07:00 Los_Angeles,8.920000076293945kW,165753.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-06T21:00:00-07:00 Los_Angeles,8.890000343322754kW,165753.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T21:15:00-07:00 Los_Angeles,8.84000015258789kW,165754.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-06T21:30:00-07:00 Los_Angeles,8.890000343322754kW,165754.5hundred_cubic_feet_natural_gas,2kWh
2024-04-06T21:45:00-07:00 Los_Angeles,8.949999809265137kW,165754.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-06T22:00:00-07:00 Los_Angeles,8.869999885559082kW,165755.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T22:15:00-07:00 Los_Angeles,8.970000267028809kW,165755.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T22:30:00-07:00 Los_Angeles,8.979999542236328kW,165755.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-06T22:45:00-07:00 Los_Angeles,8.989999771118164kW,165756.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-06T23:00:00-07:00 Los_Angeles,9.0600004196167kW,165756.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-06T23:15:00-07:00 Los_Angeles,8.930000305175781kW,165757.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T23:30:00-07:00 Los_Angeles,8.930000305175781kW,165757.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-06T23:45:00-07:00 Los_Angeles,8.960000038146973kW,165758hundred_cubic_feet_natural_gas,3kWh
2024-04-07T00:00:00-07:00 Los_Angeles,8.9399995803833kW,165758.5hundred_cubic_feet_natural_gas,2kWh
2024-04-07T00:15:00-07:00 Los_Angeles,8.75kW,165758.796875hundred_cubic_feet_natural_gas,2kWh
