Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-29T19:15:00-07:00 Los_Angeles,8.529999732971191kW,167685.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-29T19:30:00-07:00 Los_Angeles,9.020000457763672kW,167685.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-29T19:45:00-07:00 Los_Angeles,9.279999732971191kW,167685.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-29T20:00:00-07:00 Los_Angeles,9.130000114440918kW,167688.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-29T20:15:00-07:00 Los_Angeles,10.40999984741211kW,167688.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-29T20:30:00-07:00 Los_Angeles,10.25kW,167688.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-29T20:45:00-07:00 Los_Angeles,10.380000114440918kW,167688.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-29T21:00:00-07:00 Los_Angeles,10.09000015258789kW,167689.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-29T21:15:00-07:00 Los_Angeles,9.699999809265137kW,167694.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-29T21:30:00-07:00 Los_Angeles,9.680000305175781kW,167694.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-29T21:45:00-07:00 Los_Angeles,9.699999809265137kW,167694.5hundred_cubic_feet_natural_gas,2kWh
2024-04-29T22:00:00-07:00 Los_Angeles,9.869999885559082kW,167694.5hundred_cubic_feet_natural_gas,2kWh
2024-04-29T22:15:00-07:00 Los_Angeles,9.869999885559082kW,167694.5hundred_cubic_feet_natural_gas,3kWh
2024-04-29T22:30:00-07:00 Los_Angeles,9.779999732971191kW,167694.5hundred_cubic_feet_natural_gas,2kWh
2024-04-29T22:45:00-07:00 Los_Angeles,9.75kW,167694.5hundred_cubic_feet_natural_gas,3kWh
2024-04-29T23:00:00-07:00 Los_Angeles,9.710000038146973kW,167697.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-29T23:15:00-07:00 Los_Angeles,9.680000305175781kW,167697.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-29T23:30:00-07:00 Los_Angeles,9.869999885559082kW,167697.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-29T23:45:00-07:00 Los_Angeles,9.8100004196167kW,167697.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-30T00:00:00-07:00 Los_Angeles,9.789999961853027kW,167698.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-30T00:15:00-07:00 Los_Angeles,8.569999694824219kW,167698.703125hundred_cubic_feet_natural_gas,2kWh
