Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-28T13:00:00-07:00 Los_Angeles,-27.170000076293945kW,167572.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-28T13:15:00-07:00 Los_Angeles,-27.31999969482422kW,167572.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-28T13:30:00-07:00 Los_Angeles,-27.09000015258789kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T13:45:00-07:00 Los_Angeles,-27.309999465942383kW,167572.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-28T14:00:00-07:00 Los_Angeles,-26.719999313354492kW,167572.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-28T14:15:00-07:00 Los_Angeles,-26.43000030517578kW,167572.109375hundred_cubic_feet_natural_gas,-7kWh
2024-04-28T14:30:00-07:00 Los_Angeles,-25.520000457763672kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T14:45:00-07:00 Los_Angeles,-24.739999771118164kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T15:00:00-07:00 Los_Angeles,-23.549999237060547kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T15:15:00-07:00 Los_Angeles,-23.049999237060547kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T15:30:00-07:00 Los_Angeles,-21.6200008392334kW,167572.109375hundred_cubic_feet_natural_gas,-6kWh
2024-04-28T15:45:00-07:00 Los_Angeles,-19.729999542236328kW,167572.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-28T16:00:00-07:00 Los_Angeles,-18.56999969482422kW,167572.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-28T16:15:00-07:00 Los_Angeles,-16.420000076293945kW,167572.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-28T16:30:00-07:00 Los_Angeles,-14.609999656677246kW,167572.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-28T16:45:00-07:00 Los_Angeles,-13kW,167572.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-28T17:00:00-07:00 Los_Angeles,-10.449999809265137kW,167572.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-28T17:15:00-07:00 Los_Angeles,-7.329999923706055kW,167572.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-28T17:30:00-07:00 Los_Angeles,-4.619999885559082kW,167572.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-28T17:45:00-07:00 Los_Angeles,-3.180000066757202kW,167572.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-28T18:00:00-07:00 Los_Angeles,-1.2200000286102295kW,167572.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-28T18:15:00-07:00 Los_Angeles,0.800000011920929kW,167572.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-28T18:30:00-07:00 Los_Angeles,3.390000104904175kW,167572.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-28T18:45:00-07:00 Los_Angeles,5.059999942779541kW,167572.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-28T19:00:00-07:00 Los_Angeles,6.449999809265137kW,167572.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-28T19:15:00-07:00 Los_Angeles,7.269999980926514kW,167572.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-28T19:30:00-07:00 Los_Angeles,8.010000228881836kW,167580hundred_cubic_feet_natural_gas,2kWh
2024-04-28T19:45:00-07:00 Los_Angeles,8.34000015258789kW,167580hundred_cubic_feet_natural_gas,2kWh
2024-04-28T20:00:00-07:00 Los_Angeles,8.279999732971191kW,167580hundred_cubic_feet_natural_gas,2kWh
2024-04-28T20:15:00-07:00 Los_Angeles,9.5kW,167580hundred_cubic_feet_natural_gas,2kWh
2024-04-28T20:30:00-07:00 Los_Angeles,9.550000190734863kW,167582.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-28T20:45:00-07:00 Los_Angeles,8.710000038146973kW,167584.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-28T21:00:00-07:00 Los_Angeles,8.75kW,167584.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-28T21:15:00-07:00 Los_Angeles,8.680000305175781kW,167584.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-28T21:30:00-07:00 Los_Angeles,8.770000457763672kW,167584.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-28T21:45:00-07:00 Los_Angeles,8.800000190734863kW,167584.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-28T22:00:00-07:00 Los_Angeles,8.84000015258789kW,167584.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-28T22:15:00-07:00 Los_Angeles,8.829999923706055kW,167584.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-28T22:30:00-07:00 Los_Angeles,8.850000381469727kW,167585hundred_cubic_feet_natural_gas,2kWh
2024-04-28T22:45:00-07:00 Los_Angeles,8.880000114440918kW,167587.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-28T23:00:00-07:00 Los_Angeles,8.770000457763672kW,167587.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-28T23:15:00-07:00 Los_Angeles,8.789999961853027kW,167587.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-28T23:30:00-07:00 Los_Angeles,8.729999542236328kW,167587.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-28T23:45:00-07:00 Los_Angeles,8.760000228881836kW,167588.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-29T00:00:00-07:00 Los_Angeles,8.789999961853027kW,167588.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-29T00:15:00-07:00 Los_Angeles,8.600000381469727kW,167588.90625hundred_cubic_feet_natural_gas,2kWh
