Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-30T08:45:00-07:00 Los_Angeles,4.070000171661377kW,167747.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-30T09:00:00-07:00 Los_Angeles,4.489999771118164kW,167750.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-30T09:15:00-07:00 Los_Angeles,2.430000066757202kW,167754.5hundred_cubic_feet_natural_gas,1kWh
2024-04-30T09:30:00-07:00 Los_Angeles,0.9399999976158142kW,167755.90625hundred_cubic_feet_natural_gas,1kWh
2024-04-30T09:45:00-07:00 Los_Angeles,-1.4800000190734863kW,167758.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-30T10:00:00-07:00 Los_Angeles,-3.25kW,167759.5hundred_cubic_feet_natural_gas,-1kWh
2024-04-30T10:15:00-07:00 Los_Angeles,-4.980000019073486kW,167762.703125hundred_cubic_feet_natural_gas,0kWh
2024-04-30T10:30:00-07:00 Los_Angeles,-6.320000171661377kW,167762.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T10:45:00-07:00 Los_Angeles,-8.369999885559082kW,167763.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T11:00:00-07:00 Los_Angeles,-9.199999809265137kW,167766.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T11:15:00-07:00 Los_Angeles,-10.430000305175781kW,167766.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T11:30:00-07:00 Los_Angeles,-11.270000457763672kW,167766.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-30T11:45:00-07:00 Los_Angeles,-13.970000267028809kW,167766.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-30T12:00:00-07:00 Los_Angeles,-12.600000381469727kW,167766.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-30T12:15:00-07:00 Los_Angeles,-13.229999542236328kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T12:30:00-07:00 Los_Angeles,-18.559999465942383kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T12:45:00-07:00 Los_Angeles,-22.700000762939453kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T13:00:00-07:00 Los_Angeles,-23.239999771118164kW,167766.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-30T13:15:00-07:00 Los_Angeles,-22.510000228881836kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T13:30:00-07:00 Los_Angeles,-21.940000534057617kW,167766.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-30T13:45:00-07:00 Los_Angeles,-22.100000381469727kW,167766.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-30T14:00:00-07:00 Los_Angeles,-22.549999237060547kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T14:15:00-07:00 Los_Angeles,-21.8799991607666kW,167766.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-30T14:30:00-07:00 Los_Angeles,-21.549999237060547kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T14:45:00-07:00 Los_Angeles,-20.469999313354492kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T15:00:00-07:00 Los_Angeles,-16.600000381469727kW,167766.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-30T15:15:00-07:00 Los_Angeles,-15.920000076293945kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T15:30:00-07:00 Los_Angeles,-17.170000076293945kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T15:45:00-07:00 Los_Angeles,-15.720000267028809kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T16:00:00-07:00 Los_Angeles,-13.460000038146973kW,167766.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-30T16:15:00-07:00 Los_Angeles,-11.779999732971191kW,167766.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-30T16:30:00-07:00 Los_Angeles,-10.579999923706055kW,167766.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-30T16:45:00-07:00 Los_Angeles,-8.369999885559082kW,167766.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T17:00:00-07:00 Los_Angeles,-5.679999828338623kW,167766.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T17:15:00-07:00 Los_Angeles,-6.880000114440918kW,167766.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-30T17:30:00-07:00 Los_Angeles,-4.380000114440918kW,167766.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-30T17:45:00-07:00 Los_Angeles,-2.8499999046325684kW,167766.703125hundred_cubic_feet_natural_gas,-1kWh
2024-04-30T18:00:00-07:00 Los_Angeles,-0.7300000190734863kW,167766.703125hundred_cubic_feet_natural_gas,0kWh
2024-04-30T18:15:00-07:00 Los_Angeles,5.349999904632568kW,167766.703125hundred_cubic_feet_natural_gas,0kWh
2024-04-30T18:30:00-07:00 Los_Angeles,7.980000019073486kW,167766.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-30T18:45:00-07:00 Los_Angeles,9.140000343322754kW,167766.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-30T19:00:00-07:00 Los_Angeles,9.109999656677246kW,167766.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-30T19:15:00-07:00 Los_Angeles,9.979999542236328kW,167766.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-30T19:30:00-07:00 Los_Angeles,10.539999961853027kW,167769hundred_cubic_feet_natural_gas,2kWh
2024-04-30T19:45:00-07:00 Los_Angeles,10.890000343322754kW,167773.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-30T20:00:00-07:00 Los_Angeles,10.850000381469727kW,167777.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-30T20:15:00-07:00 Los_Angeles,12.279999732971191kW,167784.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-30T20:30:00-07:00 Los_Angeles,10.34000015258789kW,167784.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-30T20:45:00-07:00 Los_Angeles,10.170000076293945kW,167784.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-30T21:00:00-07:00 Los_Angeles,9.949999809265137kW,167784.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-30T21:15:00-07:00 Los_Angeles,9.529999732971191kW,167786.5hundred_cubic_feet_natural_gas,3kWh
2024-04-30T21:30:00-07:00 Los_Angeles,9.670000076293945kW,167791.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-30T21:45:00-07:00 Los_Angeles,9.5600004196167kW,167791.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-30T22:00:00-07:00 Los_Angeles,9.579999923706055kW,167791.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-30T22:15:00-07:00 Los_Angeles,9.970000267028809kW,167791.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-30T22:30:00-07:00 Los_Angeles,9.640000343322754kW,167791.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-30T22:45:00-07:00 Los_Angeles,9.859999656677246kW,167792.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-30T23:00:00-07:00 Los_Angeles,9.720000267028809kW,167793.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-30T23:15:00-07:00 Los_Angeles,9.649999618530273kW,167794.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-30T23:30:00-07:00 Los_Angeles,9.649999618530273kW,167794.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-30T23:45:00-07:00 Los_Angeles,9.6899995803833kW,167795hundred_cubic_feet_natural_gas,2kWh
2024-05-01T00:00:00-07:00 Los_Angeles,9.649999618530273kW,167795hundred_cubic_feet_natural_gas,2kWh
2024-05-01T00:15:00-07:00 Los_Angeles,8.630000114440918kW,167795.5hundred_cubic_feet_natural_gas,3kWh
