Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-16T09:15:00-07:00 Los_Angeles,4.389999866485596kW,166753.109375hundred_cubic_feet_natural_gas,1kWh
2024-04-16T09:30:00-07:00 Los_Angeles,2.9000000953674316kW,166756.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-16T09:45:00-07:00 Los_Angeles,1.6100000143051147kW,166760.296875hundred_cubic_feet_natural_gas,1kWh
2024-04-16T10:00:00-07:00 Los_Angeles,-0.5199999809265137kW,166763.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-16T10:15:00-07:00 Los_Angeles,-1.7200000286102295kW,166766.609375hundred_cubic_feet_natural_gas,0kWh
2024-04-16T10:30:00-07:00 Los_Angeles,3.5399999618530273kW,166767.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T10:45:00-07:00 Los_Angeles,-2.5199999809265137kW,166771.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T11:00:00-07:00 Los_Angeles,-6.119999885559082kW,166771.109375hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T11:15:00-07:00 Los_Angeles,-6.980000019073486kW,166771.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T11:30:00-07:00 Los_Angeles,-9.350000381469727kW,166771.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T11:45:00-07:00 Los_Angeles,-7.599999904632568kW,166771.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T12:00:00-07:00 Los_Angeles,-7.28000020980835kW,166771.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T12:15:00-07:00 Los_Angeles,-9.149999618530273kW,166771.109375hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T12:30:00-07:00 Los_Angeles,-18.350000381469727kW,166771.109375hundred_cubic_feet_natural_gas,-3kWh
2024-04-16T12:45:00-07:00 Los_Angeles,-19.270000457763672kW,166771.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-16T13:00:00-07:00 Los_Angeles,-19.540000915527344kW,166771.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T13:15:00-07:00 Los_Angeles,-19.549999237060547kW,166771.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-16T13:30:00-07:00 Los_Angeles,-19.989999771118164kW,166771.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-16T13:45:00-07:00 Los_Angeles,-18.299999237060547kW,166771.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-16T14:00:00-07:00 Los_Angeles,-20.860000610351562kW,166771.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-16T14:15:00-07:00 Los_Angeles,-12.779999732971191kW,166771.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-16T14:30:00-07:00 Los_Angeles,-15.40999984741211kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T14:45:00-07:00 Los_Angeles,-19kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T15:00:00-07:00 Los_Angeles,-18.6299991607666kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T15:15:00-07:00 Los_Angeles,-16.8700008392334kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T15:30:00-07:00 Los_Angeles,-15.520000457763672kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T15:45:00-07:00 Los_Angeles,-15kW,166771.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-16T16:00:00-07:00 Los_Angeles,-10.770000457763672kW,166771.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-16T16:15:00-07:00 Los_Angeles,-1.4600000381469727kW,166771.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T16:30:00-07:00 Los_Angeles,-8.130000114440918kW,166771.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-16T16:45:00-07:00 Los_Angeles,-3kW,166771.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T17:00:00-07:00 Los_Angeles,0.6000000238418579kW,166771.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T17:15:00-07:00 Los_Angeles,-1.7599999904632568kW,166771.203125hundred_cubic_feet_natural_gas,-1kWh
2024-04-16T17:30:00-07:00 Los_Angeles,2.640000104904175kW,166771.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-16T17:45:00-07:00 Los_Angeles,3.559999942779541kW,166771.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-16T18:00:00-07:00 Los_Angeles,3.880000114440918kW,166771.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-16T18:15:00-07:00 Los_Angeles,5.099999904632568kW,166771.203125hundred_cubic_feet_natural_gas,1kWh
2024-04-16T18:30:00-07:00 Los_Angeles,7.489999771118164kW,166771.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T18:45:00-07:00 Los_Angeles,8.550000190734863kW,166771.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T19:00:00-07:00 Los_Angeles,7.610000133514404kW,166771.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T19:15:00-07:00 Los_Angeles,9.130000114440918kW,166771.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T19:30:00-07:00 Los_Angeles,10.739999771118164kW,166771.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-16T19:45:00-07:00 Los_Angeles,11.0600004196167kW,166771.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T20:00:00-07:00 Los_Angeles,11.079999923706055kW,166771.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-16T20:15:00-07:00 Los_Angeles,10.359999656677246kW,166777.5hundred_cubic_feet_natural_gas,3kWh
2024-04-16T20:30:00-07:00 Los_Angeles,10.319999694824219kW,166785.5hundred_cubic_feet_natural_gas,2kWh
2024-04-16T20:45:00-07:00 Los_Angeles,10.399999618530273kW,166792.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-16T21:00:00-07:00 Los_Angeles,10.119999885559082kW,166794.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-16T21:15:00-07:00 Los_Angeles,9.8100004196167kW,166795.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-16T21:30:00-07:00 Los_Angeles,9.739999771118164kW,166795.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-16T21:45:00-07:00 Los_Angeles,9.739999771118164kW,166795.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-16T22:00:00-07:00 Los_Angeles,9.890000343322754kW,166795.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-16T22:15:00-07:00 Los_Angeles,9.850000381469727kW,166795.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-16T22:30:00-07:00 Los_Angeles,9.920000076293945kW,166795.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-16T22:45:00-07:00 Los_Angeles,9.890000343322754kW,166795.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-16T23:00:00-07:00 Los_Angeles,9.84000015258789kW,166799.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T23:15:00-07:00 Los_Angeles,9.829999923706055kW,166799.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-16T23:30:00-07:00 Los_Angeles,10.369999885559082kW,166799.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-16T23:45:00-07:00 Los_Angeles,9.84000015258789kW,166799.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-17T00:00:00-07:00 Los_Angeles,9.779999732971191kW,166799.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-17T00:15:00-07:00 Los_Angeles,8.670000076293945kW,166799.796875hundred_cubic_feet_natural_gas,2kWh
