Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-11T09:45:00-07:00 Los_Angeles,5.679999828338623kW,166292.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-11T10:00:00-07:00 Los_Angeles,2.700000047683716kW,166292.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-11T10:15:00-07:00 Los_Angeles,0.2800000011920929kW,166292.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-11T10:30:00-07:00 Los_Angeles,-1.600000023841858kW,166292.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-11T10:45:00-07:00 Los_Angeles,-1.9800000190734863kW,166292.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-11T11:00:00-07:00 Los_Angeles,-3.5799999237060547kW,166292.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-11T11:15:00-07:00 Los_Angeles,-7.670000076293945kW,166292.796875hundred_cubic_feet_natural_gas,-1kWh
2024-04-11T11:30:00-07:00 Los_Angeles,-9.4399995803833kW,166292.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T11:45:00-07:00 Los_Angeles,-8.199999809265137kW,166292.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T12:00:00-07:00 Los_Angeles,-7.929999828338623kW,166292.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-11T12:15:00-07:00 Los_Angeles,-8kW,166292.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T12:30:00-07:00 Los_Angeles,-13.920000076293945kW,166292.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T12:45:00-07:00 Los_Angeles,-18.950000762939453kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T13:00:00-07:00 Los_Angeles,-18.290000915527344kW,166292.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-11T13:15:00-07:00 Los_Angeles,-20.079999923706055kW,166292.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-11T13:30:00-07:00 Los_Angeles,-20.959999084472656kW,166292.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-11T13:45:00-07:00 Los_Angeles,-20.43000030517578kW,166292.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-11T14:00:00-07:00 Los_Angeles,-19.309999465942383kW,166292.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-11T14:15:00-07:00 Los_Angeles,-16.40999984741211kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T14:30:00-07:00 Los_Angeles,-16.489999771118164kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T14:45:00-07:00 Los_Angeles,-14.890000343322754kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T15:00:00-07:00 Los_Angeles,-13.779999732971191kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T15:15:00-07:00 Los_Angeles,-13.6899995803833kW,166292.90625hundred_cubic_feet_natural_gas,-4kWh
2024-04-11T15:30:00-07:00 Los_Angeles,-11.930000305175781kW,166292.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-11T15:45:00-07:00 Los_Angeles,-10.649999618530273kW,166292.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-11T16:00:00-07:00 Los_Angeles,-9.130000114440918kW,166292.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T16:15:00-07:00 Los_Angeles,-7.360000133514404kW,166292.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T16:30:00-07:00 Los_Angeles,-5.650000095367432kW,166292.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-11T16:45:00-07:00 Los_Angeles,-2.450000047683716kW,166292.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-11T17:00:00-07:00 Los_Angeles,0.14000000059604645kW,166292.90625hundred_cubic_feet_natural_gas,0kWh
2024-04-11T17:15:00-07:00 Los_Angeles,-3.609999895095825kW,166293hundred_cubic_feet_natural_gas,-1kWh
2024-04-11T17:30:00-07:00 Los_Angeles,2.809999942779541kW,166293hundred_cubic_feet_natural_gas,1kWh
2024-04-11T17:45:00-07:00 Los_Angeles,4.949999809265137kW,166293hundred_cubic_feet_natural_gas,1kWh
2024-04-11T18:00:00-07:00 Los_Angeles,6.940000057220459kW,166293hundred_cubic_feet_natural_gas,1kWh
2024-04-11T18:15:00-07:00 Los_Angeles,6.670000076293945kW,166293hundred_cubic_feet_natural_gas,2kWh
2024-04-11T18:30:00-07:00 Los_Angeles,8.5kW,166293hundred_cubic_feet_natural_gas,2kWh
2024-04-11T18:45:00-07:00 Los_Angeles,8.890000343322754kW,166293hundred_cubic_feet_natural_gas,2kWh
2024-04-11T19:00:00-07:00 Los_Angeles,9.75kW,166293hundred_cubic_feet_natural_gas,2kWh
2024-04-11T19:15:00-07:00 Los_Angeles,10.520000457763672kW,166293hundred_cubic_feet_natural_gas,3kWh
2024-04-11T19:30:00-07:00 Los_Angeles,11.489999771118164kW,166293hundred_cubic_feet_natural_gas,3kWh
2024-04-11T19:45:00-07:00 Los_Angeles,10.5600004196167kW,166297.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-11T20:00:00-07:00 Los_Angeles,11.3100004196167kW,166301.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-11T20:15:00-07:00 Los_Angeles,10.899999618530273kW,166301.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-11T20:30:00-07:00 Los_Angeles,10.40999984741211kW,166301.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-11T20:45:00-07:00 Los_Angeles,10.420000076293945kW,166307.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-11T21:00:00-07:00 Los_Angeles,10.3100004196167kW,166315hundred_cubic_feet_natural_gas,3kWh
2024-04-11T21:15:00-07:00 Los_Angeles,9.859999656677246kW,166315.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-11T21:30:00-07:00 Los_Angeles,9.829999923706055kW,166315.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-11T21:45:00-07:00 Los_Angeles,9.890000343322754kW,166315.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-11T22:00:00-07:00 Los_Angeles,9.899999618530273kW,166315.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-11T22:15:00-07:00 Los_Angeles,9.890000343322754kW,166315.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-11T22:30:00-07:00 Los_Angeles,9.770000457763672kW,166316.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-11T22:45:00-07:00 Los_Angeles,9.760000228881836kW,166318.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-11T23:00:00-07:00 Los_Angeles,9.8100004196167kW,166319.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-11T23:15:00-07:00 Los_Angeles,9.829999923706055kW,166319.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-11T23:30:00-07:00 Los_Angeles,9.729999542236328kW,166319.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-11T23:45:00-07:00 Los_Angeles,10.140000343322754kW,166319.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-12T00:00:00-07:00 Los_Angeles,9.779999732971191kW,166319.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-12T00:15:00-07:00 Los_Angeles,8.890000343322754kW,166319.40625hundred_cubic_feet_natural_gas,3kWh
