Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-27T04:30:00-07:00 Los_Angeles,8.619999885559082kW,167515.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T04:45:00-07:00 Los_Angeles,8.510000228881836kW,167515.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T05:00:00-07:00 Los_Angeles,8.569999694824219kW,167516.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-27T05:15:00-07:00 Los_Angeles,8.520000457763672kW,167516.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-27T05:30:00-07:00 Los_Angeles,8.550000190734863kW,167517hundred_cubic_feet_natural_gas,2kWh
2024-04-27T05:45:00-07:00 Los_Angeles,8.640000343322754kW,167517.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T06:00:00-07:00 Los_Angeles,8.640000343322754kW,167517.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-27T06:15:00-07:00 Los_Angeles,7.380000114440918kW,167518.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-27T06:30:00-07:00 Los_Angeles,7.190000057220459kW,167518.5hundred_cubic_feet_natural_gas,2kWh
2024-04-27T06:45:00-07:00 Los_Angeles,6.829999923706055kW,167518.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-27T07:00:00-07:00 Los_Angeles,6.539999961853027kW,167519.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-27T07:15:00-07:00 Los_Angeles,5.710000038146973kW,167520hundred_cubic_feet_natural_gas,1kWh
2024-04-27T07:30:00-07:00 Los_Angeles,4.199999809265137kW,167521hundred_cubic_feet_natural_gas,2kWh
2024-04-27T07:45:00-07:00 Los_Angeles,3.869999885559082kW,167522.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-27T08:00:00-07:00 Los_Angeles,1.0099999904632568kW,167523.703125hundred_cubic_feet_natural_gas,0kWh
2024-04-27T08:15:00-07:00 Los_Angeles,-1.0299999713897705kW,167524.609375hundred_cubic_feet_natural_gas,0kWh
2024-04-27T08:30:00-07:00 Los_Angeles,-4.460000038146973kW,167525.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-27T08:45:00-07:00 Los_Angeles,-7.440000057220459kW,167526.796875hundred_cubic_feet_natural_gas,-2kWh
2024-04-27T09:00:00-07:00 Los_Angeles,-9.930000305175781kW,167527.609375hundred_cubic_feet_natural_gas,-2kWh
2024-04-27T09:15:00-07:00 Los_Angeles,-12.34000015258789kW,167528.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T09:30:00-07:00 Los_Angeles,-11.300000190734863kW,167528.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T09:45:00-07:00 Los_Angeles,-13.760000228881836kW,167528.40625hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T10:00:00-07:00 Los_Angeles,-14.170000076293945kW,167531.296875hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T10:15:00-07:00 Los_Angeles,-19.43000030517578kW,167531.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-27T10:30:00-07:00 Los_Angeles,-20.600000381469727kW,167531.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-27T10:45:00-07:00 Los_Angeles,-22.56999969482422kW,167531.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-27T11:00:00-07:00 Los_Angeles,-23.59000015258789kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T11:15:00-07:00 Los_Angeles,-24.31999969482422kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T11:30:00-07:00 Los_Angeles,-24.719999313354492kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T11:45:00-07:00 Los_Angeles,-25.31999969482422kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T12:00:00-07:00 Los_Angeles,-25.579999923706055kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T12:15:00-07:00 Los_Angeles,-26.360000610351562kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T12:30:00-07:00 Los_Angeles,-26.309999465942383kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T12:45:00-07:00 Los_Angeles,-26.540000915527344kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T13:00:00-07:00 Los_Angeles,-26.81999969482422kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T13:15:00-07:00 Los_Angeles,-27.1200008392334kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T13:30:00-07:00 Los_Angeles,-27.040000915527344kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T13:45:00-07:00 Los_Angeles,-27.100000381469727kW,167531.609375hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T14:00:00-07:00 Los_Angeles,-26.25kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T14:15:00-07:00 Los_Angeles,-25.950000762939453kW,167531.609375hundred_cubic_feet_natural_gas,-7kWh
2024-04-27T14:30:00-07:00 Los_Angeles,-25.110000610351562kW,167531.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T14:45:00-07:00 Los_Angeles,-24.65999984741211kW,167531.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T15:00:00-07:00 Los_Angeles,-23.420000076293945kW,167531.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T15:15:00-07:00 Los_Angeles,-22.329999923706055kW,167531.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T15:30:00-07:00 Los_Angeles,-21.649999618530273kW,167531.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-27T15:45:00-07:00 Los_Angeles,-19.969999313354492kW,167531.703125hundred_cubic_feet_natural_gas,-6kWh
2024-04-27T16:00:00-07:00 Los_Angeles,-17.93000030517578kW,167531.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-27T16:15:00-07:00 Los_Angeles,-16.459999084472656kW,167531.703125hundred_cubic_feet_natural_gas,-5kWh
2024-04-27T16:30:00-07:00 Los_Angeles,-14.920000076293945kW,167531.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T16:45:00-07:00 Los_Angeles,-13.029999732971191kW,167531.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-27T17:00:00-07:00 Los_Angeles,-10.510000228881836kW,167531.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-27T17:15:00-07:00 Los_Angeles,-7.53000020980835kW,167531.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-27T17:30:00-07:00 Los_Angeles,-5.579999923706055kW,167537.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-27T17:45:00-07:00 Los_Angeles,-2.7100000381469727kW,167540.5hundred_cubic_feet_natural_gas,-1kWh
2024-04-27T18:00:00-07:00 Los_Angeles,-1.090000033378601kW,167540.5hundred_cubic_feet_natural_gas,0kWh
2024-04-27T18:15:00-07:00 Los_Angeles,0.7400000095367432kW,167540.796875hundred_cubic_feet_natural_gas,0kWh
2024-04-27T18:30:00-07:00 Los_Angeles,3.440000057220459kW,167540.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-27T18:45:00-07:00 Los_Angeles,5.159999847412109kW,167540.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-27T19:00:00-07:00 Los_Angeles,6.5kW,167540.796875hundred_cubic_feet_natural_gas,1kWh
2024-04-27T19:15:00-07:00 Los_Angeles,7.510000228881836kW,167540.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T19:30:00-07:00 Los_Angeles,8.1899995803833kW,167541.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-27T19:45:00-07:00 Los_Angeles,8.529999732971191kW,167543.5hundred_cubic_feet_natural_gas,2kWh
2024-04-27T20:00:00-07:00 Los_Angeles,8.300000190734863kW,167543.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T20:15:00-07:00 Los_Angeles,9.59000015258789kW,167543.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T20:30:00-07:00 Los_Angeles,9.510000228881836kW,167543.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-27T20:45:00-07:00 Los_Angeles,8.930000305175781kW,167543.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T21:00:00-07:00 Los_Angeles,8.710000038146973kW,167543.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T21:15:00-07:00 Los_Angeles,10.729999542236328kW,167543.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-27T21:30:00-07:00 Los_Angeles,10.720000267028809kW,167543.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-27T21:45:00-07:00 Los_Angeles,10.720000267028809kW,167545.5hundred_cubic_feet_natural_gas,3kWh
2024-04-27T22:00:00-07:00 Los_Angeles,10.819999694824219kW,167547.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T22:15:00-07:00 Los_Angeles,10.890000343322754kW,167547.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T22:30:00-07:00 Los_Angeles,10.850000381469727kW,167547.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-27T22:45:00-07:00 Los_Angeles,10.880000114440918kW,167547.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T23:00:00-07:00 Los_Angeles,10.8100004196167kW,167547.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T23:15:00-07:00 Los_Angeles,8.720000267028809kW,167548.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-27T23:30:00-07:00 Los_Angeles,8.779999732971191kW,167548.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-27T23:45:00-07:00 Los_Angeles,8.8100004196167kW,167549.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-28T00:00:00-07:00 Los_Angeles,8.710000038146973kW,167549.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-28T00:15:00-07:00 Los_Angeles,8.569999694824219kW,167550hundred_cubic_feet_natural_gas,2kWh
